Layer,Boundary,Soma_X,Soma_Y
layer_2,left,2.3551108182652998,0.630656
layer_2,right,2.890501827836965,0.630656
layer_2,left,2.3551629565619616,0.630688
layer_2,right,2.8905024011037757,0.630688
layer_2,left,2.3559044580558766,0.6312
layer_2,right,2.890626351331495,0.6312
layer_2,left,2.35682457905674,0.631872
layer_2,right,2.890847612497119,0.631872
layer_2,left,2.3569161620830115,0.631936
layer_2,right,2.890861384430882,0.631936
layer_2,left,2.3569665411516594,0.631968
layer_2,right,2.8908607084786007,0.631968
layer_2,left,2.3574165178921294,0.632256
layer_2,right,2.8908506552337787,0.632256
layer_2,left,2.357614522190334,0.632384
layer_2,right,2.890843925315494,0.632384
layer_2,left,2.3580301601423463,0.632704
layer_2,right,2.890971739628176,0.632704
layer_2,left,2.3582416315867416,0.632864
layer_2,right,2.8910272444011067,0.632864
layer_2,left,2.358339311507074,0.632928
layer_2,right,2.8910232130466382,0.632928
layer_2,left,2.358521719846798,0.633056
layer_2,right,2.891039250531537,0.633056
layer_2,left,2.3598282098450913,0.633984
layer_2,right,2.8911351829585072,0.633984
layer_2,left,2.359875221939376,0.634016
layer_2,right,2.8911315421399073,0.634016
layer_2,left,2.3615018381426998,0.635264
layer_2,right,2.8914773725450726,0.635264
layer_2,left,2.361544489980962,0.635296
layer_2,right,2.8914822978224586,0.635296
layer_2,left,2.362080634625674,0.63568
layer_2,right,2.891455953276571,0.63568
layer_2,left,2.3627180194155777,0.636192
layer_2,right,2.8916516683231817,0.636192
layer_2,left,2.3629252005101686,0.636352
layer_2,right,2.8916835937180987,0.636352
layer_2,left,2.363984497831075,0.637152
layer_2,right,2.89172493191422,0.637152
layer_2,left,2.3646670296518026,0.637696
layer_2,right,2.891871293976382,0.637696
layer_2,left,2.365332228440314,0.638208
layer_2,right,2.8918959292827098,0.638208
layer_2,left,2.3655814978024203,0.6384
layer_2,right,2.8918996362286915,0.6384
layer_2,left,2.3657894095938055,0.63856
layer_2,right,2.8918992086949435,0.63856
layer_2,left,2.366445064589859,0.639072
layer_2,right,2.8919300575302205,0.639072
layer_2,left,2.3668591489742683,0.639392
layer_2,right,2.891917936900139,0.639392
layer_2,left,2.3669014351260316,0.639424
layer_2,right,2.8919117380286217,0.639424
layer_2,left,2.3672202203788886,0.63968
layer_2,right,2.891961188081508,0.63968
layer_2,left,2.368421801006133,0.64064
layer_2,right,2.892091002352977,0.64064
layer_2,left,2.3689109143581017,0.641024
layer_2,right,2.8920866809045997,0.641024
layer_2,left,2.368994370438155,0.641088
layer_2,right,2.8920746870118004,0.641088
layer_2,left,2.3690742912734426,0.641152
layer_2,right,2.8920821078879015,0.641152
layer_2,left,2.369317402840432,0.641344
layer_2,right,2.892085055392965,0.641344
layer_2,left,2.3702640293091357,0.642112
layer_2,right,2.8922316231914027,0.642112
layer_2,left,2.371246832213453,0.64288
layer_2,right,2.8921627706058435,0.64288
layer_2,left,2.371329609983032,0.642944
layer_2,right,2.892151718747656,0.642944
layer_2,left,2.3716141429461333,0.643168
layer_2,right,2.8921416834881883,0.643168
layer_2,left,2.3716521133771966,0.6432
layer_2,right,2.8921551140061608,0.6432
layer_2,left,2.372063823425684,0.64352
layer_2,right,2.8921107024786443,0.64352
layer_2,left,2.3728159921066343,0.644128
layer_2,right,2.8921896191968197,0.644128
layer_2,left,2.37336307800749,0.644576
layer_2,right,2.8922847606976676,0.644576
layer_2,left,2.3734865091000037,0.644672
layer_2,right,2.8922703581181324,0.644672
layer_2,left,2.3736397539665277,0.6448
layer_2,right,2.8923141708738953,0.6448
layer_2,left,2.374538935819138,0.645536
layer_2,right,2.8924635245458536,0.645536
layer_2,left,2.375081415867886,0.645984
layer_2,right,2.892581043072326,0.645984
layer_2,left,2.3755605749545596,0.646368
layer_2,right,2.8925988468738284,0.646368
layer_2,left,2.375712812022202,0.646496
layer_2,right,2.892648236610903,0.646496
layer_2,left,2.3758270853027748,0.646592
layer_2,right,2.8926848907382228,0.646592
layer_2,left,2.375979576232414,0.64672
layer_2,right,2.892733249537746,0.64672
layer_2,left,2.3764441161012795,0.647104
layer_2,right,2.892836976265536,0.647104
layer_2,left,2.3772248545681913,0.647744
layer_2,right,2.8929709710372133,0.647744
layer_2,left,2.37734435492934,0.64784
layer_2,right,2.8929760207619344,0.64784
layer_2,left,2.3782333706654013,0.648576
layer_2,right,2.8931880016267733,0.648576
layer_2,left,2.3786683415299055,0.648928
layer_2,right,2.8932255174020782,0.648928
layer_2,left,2.3787067976416196,0.64896
layer_2,right,2.8932361788703247,0.64896
layer_2,left,2.3789876440546576,0.649184
layer_2,right,2.893231866684086,0.649184
layer_2,left,2.3794228783326186,0.649536
layer_2,right,2.8932647723811473,0.649536
layer_2,left,2.379461329408395,0.649568
layer_2,right,2.8932754248951995,0.649568
layer_2,left,2.3796563916020306,0.649728
layer_2,right,2.8933092444652924,0.649728
layer_2,left,2.3796948671800586,0.64976
layer_2,right,2.8933197893012017,0.64976
layer_2,left,2.379733349315396,0.649792
layer_2,right,2.8933303059441857,0.649792
layer_2,left,2.3799643750574506,0.649984
layer_2,right,2.893392828076975,0.649984
layer_2,left,2.380003760100587,0.650016
layer_2,right,2.8933969878916983,0.650016
layer_2,left,2.3800440001740024,0.650048
layer_2,right,2.893394989559899,0.650048
layer_2,left,2.380204032402925,0.650176
layer_2,right,2.8933933500215705,0.650176
layer_2,left,2.3802835857114704,0.65024
layer_2,right,2.893395707418528,0.65024
layer_2,left,2.3803631164368984,0.650304
layer_2,right,2.8933981255811174,0.650304
layer_2,left,2.3811456176149592,0.650944
layer_2,right,2.8935143945742867,0.650944
layer_2,left,2.381304320582564,0.651072
layer_2,right,2.8935202337396237,0.651072
layer_2,left,2.381419965540674,0.651168
layer_2,right,2.893550822588747,0.651168
layer_2,left,2.381612802818625,0.651328
layer_2,right,2.893601380164758,0.651328
layer_2,left,2.38188295988916,0.651552
layer_2,right,2.893671333621303,0.651552
layer_2,left,2.382080084423171,0.651712
layer_2,right,2.8936877261213296,0.651712
layer_2,left,2.38211936247344,0.651744
layer_2,right,2.8936921432541096,0.651744
layer_2,left,2.3827056816447985,0.652224
layer_2,right,2.8937808735166217,0.652224
layer_2,left,2.38278538941402,0.652288
layer_2,right,2.893779249437595,0.652288
layer_2,left,2.382824006977756,0.65232
layer_2,right,2.893789136862243,0.65232
layer_2,left,2.383766148992932,0.653088
layer_2,right,2.8938858275683894,0.653088
layer_2,left,2.383843371036617,0.653152
layer_2,right,2.893905709152603,0.653152
layer_2,left,2.3839993807176665,0.65328
layer_2,right,2.893930153671325,0.65328
layer_2,left,2.384039012081455,0.653312
layer_2,right,2.8939299473725355,0.653312
layer_2,left,2.3841964428332516,0.65344
layer_2,right,2.8939394464734165,0.65344
layer_2,left,2.384275596684576,0.653504
layer_2,right,2.8939392628527596,0.653504
layer_2,left,2.3846680104583107,0.653824
layer_2,right,2.8939696378129294,0.653824
layer_2,left,2.384746496199072,0.653888
layer_2,right,2.8939749172783324,0.653888
layer_2,left,2.3849394418908756,0.654048
layer_2,right,2.8940254169857504,0.654048
layer_2,left,2.385095880423669,0.654176
layer_2,right,2.8940412937131526,0.654176
layer_2,left,2.3852900317247565,0.654336
layer_2,right,2.8940772783253608,0.654336
layer_2,left,2.385446304760365,0.654464
layer_2,right,2.894093645595586,0.654464
layer_2,left,2.3857950686341267,0.654752
layer_2,right,2.8941659991020363,0.654752
layer_2,left,2.387037274525093,0.655776
layer_2,right,2.8943792515055913,0.655776
layer_2,left,2.3873849460954695,0.656064
layer_2,right,2.894464629003022,0.656064
layer_2,left,2.3885465543854516,0.657024
layer_2,right,2.89466660386718,0.657024
layer_2,left,2.3886237561730344,0.657088
layer_2,right,2.8946842103629384,0.657088
layer_2,left,2.3893193059403806,0.657664
layer_2,right,2.8947288852704665,0.657664
layer_2,left,2.3893577879948484,0.657696
layer_2,right,2.8947316742436353,0.657696
layer_2,left,2.390241786443164,0.658432
layer_2,right,2.894913966950727,0.658432
layer_2,left,2.390856386587656,0.658944
layer_2,right,2.8950853868755564,0.658944
layer_2,left,2.3910860420831384,0.659136
layer_2,right,2.895129751008662,0.659136
layer_2,left,2.3911241740374973,0.659168
layer_2,right,2.895133769932203,0.659168
layer_2,left,2.3917345578999707,0.65968
layer_2,right,2.8952480170193606,0.65968
layer_2,left,2.391923904573595,0.65984
layer_2,right,2.8952713876120653,0.65984
layer_2,left,2.392190424940504,0.660064
layer_2,right,2.8953338459069986,0.660064
layer_2,left,2.392228778503106,0.660096
layer_2,right,2.8953469031286487,0.660096
layer_2,left,2.392305472393889,0.66016
layer_2,right,2.8953731008109203,0.66016
layer_2,left,2.392646929771732,0.660448
layer_2,right,2.8954482576344756,0.660448
layer_2,left,2.393823645048153,0.66144
layer_2,right,2.8957774057950965,0.66144
layer_2,left,2.394356673923575,0.661888
layer_2,right,2.895968373518563,0.661888
layer_2,left,2.394774348878108,0.66224
layer_2,right,2.8961204457666945,0.66224
layer_2,left,2.395302533692359,0.662688
layer_2,right,2.8962953500122213,0.662688
layer_2,left,2.3954144499181442,0.662784
layer_2,right,2.8963224437698383,0.662784
layer_2,left,2.395566146011136,0.662912
layer_2,right,2.8963853125336354,0.662912
layer_2,left,2.3957161981784596,0.66304
layer_2,right,2.8964329848391337,0.66304
layer_2,left,2.395867657677544,0.663168
layer_2,right,2.8964969770236704,0.663168
layer_2,left,2.396244953561395,0.663488
layer_2,right,2.896651642659373,0.663488
layer_2,left,2.3966530297733044,0.66384
layer_2,right,2.896759791996681,0.66384
layer_2,left,2.3969486421870263,0.664096
layer_2,right,2.896841699219051,0.664096
layer_2,left,2.3970588838359976,0.664192
layer_2,right,2.896870560866628,0.664192
layer_2,left,2.3973903316191674,0.66448
layer_2,right,2.896971353500651,0.66448
layer_2,left,2.3974646060432434,0.664544
layer_2,right,2.8969990681160116,0.664544
layer_2,left,2.3975017325896975,0.664576
layer_2,right,2.8970129878964856,0.664576
layer_2,left,2.397722574049553,0.664768
layer_2,right,2.897087052079385,0.664768
layer_2,left,2.397759039948736,0.6648
layer_2,right,2.897097885038923,0.6648
layer_2,left,2.397831918798663,0.664864
layer_2,right,2.8971197769342116,0.664864
layer_2,left,2.3982315188103804,0.665216
layer_2,right,2.8972457638751137,0.665216
layer_2,left,2.398303955522171,0.66528
layer_2,right,2.8972697234355262,0.66528
layer_2,left,2.3984155076048994,0.665376
layer_2,right,2.8973181120917437,0.665376
layer_2,left,2.398671575079182,0.6656
layer_2,right,2.897416890391442,0.6656
layer_2,left,2.398933356120956,0.665824
layer_2,right,2.8975408818360036,0.665824
layer_2,left,2.399154278342084,0.666016
layer_2,right,2.897636476055729,0.666016
layer_2,left,2.399299944359336,0.666144
layer_2,right,2.897695642688986,0.666144
layer_2,left,2.399335961915507,0.666176
layer_2,right,2.897709245836218,0.666176
layer_2,left,2.3994447106523853,0.666272
layer_2,right,2.8977531908693104,0.666272
layer_2,left,2.3999219519810997,0.666688
layer_2,right,2.897971468634277,0.666688
layer_2,left,2.400360019776596,0.667072
layer_2,right,2.8981753003694637,0.667072
layer_2,left,2.40065695877539,0.667328
layer_2,right,2.8983314048985456,0.667328
layer_2,left,2.4010246129451915,0.667648
layer_2,right,2.898522092537333,0.667648
layer_2,left,2.401098781608394,0.667712
layer_2,right,2.898563403152641,0.667712
layer_2,left,2.401431504908667,0.668
layer_2,right,2.8987514085946384,0.668
layer_2,left,2.402417583278214,0.668864
layer_2,right,2.899323108712102,0.668864
layer_2,left,2.4029180318921615,0.669312
layer_2,right,2.8995747417623576,0.669312
layer_2,left,2.404060993421732,0.670336
layer_2,right,2.900225516414111,0.670336
layer_2,left,2.404416491604238,0.670656
layer_2,right,2.9004398806233613,0.670656
layer_2,left,2.4045605728799435,0.670784
layer_2,right,2.900534188207832,0.670784
layer_2,left,2.4045965255005597,0.670816
layer_2,right,2.900557860952291,0.670816
layer_2,left,2.404740062970424,0.670944
layer_2,right,2.9006529296487544,0.670944
layer_2,left,2.4049183507608234,0.671104
layer_2,right,2.900768484384104,0.671104
layer_2,left,2.4050962572546606,0.671264
layer_2,right,2.9008839933956003,0.671264
layer_2,left,2.406017656458082,0.672096
layer_2,right,2.901503456272742,0.672096
layer_2,left,2.4060529633390333,0.672128
layer_2,right,2.9015275988897447,0.672128
layer_2,left,2.4061237759863037,0.672192
layer_2,right,2.901574676699334,0.672192
layer_2,left,2.4069328985979834,0.672928
layer_2,right,2.902142696605164,0.672928
layer_2,left,2.407352612745001,0.673312
layer_2,right,2.9024460739675586,0.673312
layer_2,left,2.4077028750564238,0.673632
layer_2,right,2.9027013391289263,0.673632
layer_2,left,2.4086096097910925,0.674464
layer_2,right,2.9033809737153877,0.674464
layer_2,left,2.409028660401292,0.674848
layer_2,right,2.9037023797716226,0.674848
layer_2,left,2.40913013491344,0.674944
layer_2,right,2.9037821200303133,0.674944
layer_2,left,2.409231323903006,0.67504
layer_2,right,2.9038620517039164,0.67504
layer_2,left,2.4094719480136355,0.675264
layer_2,right,2.9040510962540367,0.675264
layer_2,left,2.409541808226195,0.675328
layer_2,right,2.9041057804093358,0.675328
layer_2,left,2.409708987399833,0.675488
layer_2,right,2.904240054819865,0.675488
layer_2,left,2.4108842607484458,0.676576
layer_2,right,2.9051854791547616,0.676576
layer_2,left,2.4111656451923476,0.676832
layer_2,right,2.905415291128472,0.676832
layer_2,left,2.411307928803315,0.67696
layer_2,right,2.9055319059675155,0.67696
layer_2,left,2.411343528268727,0.676992
layer_2,right,2.905561153684048,0.676992
layer_2,left,2.4115558686369507,0.677184
layer_2,right,2.905736343063198,0.677184
layer_2,left,2.411588500623486,0.677216
layer_2,right,2.905763744214765,0.677216
layer_2,left,2.4118288514372033,0.67744
layer_2,right,2.905964184354146,0.67744
layer_2,left,2.4120961420925564,0.677696
layer_2,right,2.9061895393978756,0.677696
layer_2,left,2.4123586229455016,0.677952
layer_2,right,2.906413263893516,0.677952
layer_2,left,2.412559598321529,0.678144
layer_2,right,2.9065843770343993,0.678144
layer_2,left,2.4126290225431464,0.678208
layer_2,right,2.9066429785511985,0.678208
layer_2,left,2.412660857091698,0.67824
layer_2,right,2.9066706042002863,0.67824
layer_2,left,2.4126965232814643,0.678272
layer_2,right,2.9067004994368393,0.678272
layer_2,left,2.4127283127833024,0.678304
layer_2,right,2.9067281331273227,0.678304
layer_2,left,2.4129182796004534,0.678496
layer_2,right,2.906894010181534,0.678496
layer_2,left,2.41301276336794,0.678592
layer_2,right,2.9069769807857115,0.678592
layer_2,left,2.413106911276484,0.678688
layer_2,right,2.90705996044232,0.678688
layer_2,left,2.413325276767022,0.678912
layer_2,right,2.9072535660716547,0.678912
layer_2,left,2.413702463179528,0.679296
layer_2,right,2.907588751963882,0.679296
layer_2,left,2.4139333858261165,0.67952
layer_2,right,2.907790569877867,0.67952
layer_2,left,2.414478460375355,0.680064
layer_2,right,2.908274636736904,0.680064
layer_2,left,2.4146688728642296,0.680256
layer_2,right,2.9084450541782623,0.680256
layer_2,left,2.4148429489729524,0.680416
layer_2,right,2.9085949150924075,0.680416
layer_2,left,2.414902410217728,0.68048
layer_2,right,2.908649839071935,0.68048
layer_2,left,2.4151974902245508,0.6808
layer_2,right,2.908923760997081,0.6808
layer_2,left,2.415574737053999,0.681184
layer_2,right,2.9092645701657647,0.681184
layer_2,left,2.4156451913416097,0.681248
layer_2,right,2.9093251716065875,0.681248
layer_2,left,2.415680436757197,0.68128
layer_2,right,2.9093554851212144,0.68128
layer_2,left,2.415994307971571,0.6816
layer_2,right,2.9096397126156535,0.6816
layer_2,left,2.416956874689446,0.682592
layer_2,right,2.910516583920922,0.682592
layer_2,left,2.417226922598932,0.682848
layer_2,right,2.9107534135956947,0.682848
layer_2,left,2.41794370710602,0.68352
layer_2,right,2.911377051655648,0.68352
layer_2,left,2.418151664333382,0.683712
layer_2,right,2.911555925078948,0.683712
layer_2,left,2.4182931644837775,0.68384
layer_2,right,2.911676174029786,0.68384
layer_2,left,2.4183556726453768,0.683904
layer_2,right,2.9117325727836123,0.683904
layer_2,left,2.418507478106886,0.684064
layer_2,right,2.911871499981001,0.684064
layer_2,left,2.418883899342579,0.684416
layer_2,right,2.912194700371891,0.684416
layer_2,left,2.4190922008766744,0.68464
layer_2,right,2.912386516688163,0.68464
layer_2,left,2.419198295548676,0.684736
layer_2,right,2.9124755457622746,0.684736
layer_2,left,2.4194874123425243,0.685088
layer_2,right,2.9127601150176816,0.685088
layer_2,left,2.4195915090299818,0.685216
layer_2,right,2.9128628380702732,0.685216
layer_2,left,2.420273694676913,0.68592
layer_2,right,2.9134710307006144,0.68592
layer_2,left,2.420559510407197,0.686208
layer_2,right,2.9137207056025187,0.686208
layer_2,left,2.4221779292340497,0.687968
layer_2,right,2.9151727461546373,0.687968
layer_2,left,2.4222123579337453,0.688
layer_2,right,2.915200503305731,0.688
layer_2,left,2.422315635834957,0.688096
layer_2,right,2.9152835798236536,0.688096
layer_2,left,2.422397501187588,0.688192
layer_2,right,2.915359094757675,0.688192
layer_2,left,2.4224448445324005,0.688256
layer_2,right,2.9154068764351644,0.688256
layer_2,left,2.422479182919512,0.688288
layer_2,right,2.915434419560689,0.688288
layer_2,left,2.4235893469644463,0.68944
layer_2,right,2.9163694670069638,0.68944
layer_2,left,2.423691766063077,0.689568
layer_2,right,2.9164655470663012,0.689568
layer_2,left,2.4238218690022606,0.689696
layer_2,right,2.9165695683080477,0.689696
layer_2,left,2.42418852594319,0.69008
layer_2,right,2.9168726015543465,0.69008
layer_2,left,2.424574741671987,0.690528
layer_2,right,2.917211218180529,0.690528
layer_2,left,2.4247025298217295,0.690688
layer_2,right,2.917328611748165,0.690688
layer_2,left,2.4247246265095455,0.69072
layer_2,right,2.9173510997357215,0.69072
layer_2,left,2.4247858349928375,0.690784
layer_2,right,2.917400654003998,0.690784
layer_2,left,2.4252780951516737,0.691328
layer_2,right,2.91781114271254,0.691328
layer_2,left,2.42578753792456,0.691904
layer_2,right,2.918236753218666,0.691904
layer_2,left,2.4258204802540186,0.691936
layer_2,right,2.9182613175238084,0.691936
layer_2,left,2.426205608469029,0.692384
layer_2,right,2.9185851880390925,0.692384
layer_2,left,2.4269544647900534,0.693216
layer_2,right,2.9191834973489916,0.693216
layer_2,left,2.4270438792605913,0.693344
layer_2,right,2.9192693723016423,0.693344
layer_2,left,2.427324647345379,0.693696
layer_2,right,2.919510935159804,0.693696
layer_2,left,2.4273664323823607,0.69376
layer_2,right,2.919553005686479,0.69376
layer_2,left,2.427398495393646,0.693792
layer_2,right,2.9195760164889086,0.693792
layer_2,left,2.4274305464952244,0.693824
layer_2,right,2.9195989880875763,0.693824
layer_2,left,2.4274514143257235,0.693856
layer_2,right,2.9196199830339746,0.693856
layer_2,left,2.4275405068631937,0.693984
layer_2,right,2.919704848331838,0.693984
layer_2,left,2.427572456633641,0.694016
layer_2,right,2.9197276979244147,0.694016
layer_2,left,2.428035042449434,0.694624
layer_2,right,2.920134832497033,0.694624
layer_2,left,2.428654028736268,0.695392
layer_2,right,2.9206477745049937,0.695392
layer_2,left,2.42897270319088,0.695776
layer_2,right,2.920902006444476,0.695776
layer_2,left,2.4290360446027734,0.695872
layer_2,right,2.9209639589460177,0.695872
layer_2,left,2.429955056891244,0.69696
layer_2,right,2.9216702949918196,0.69696
layer_2,left,2.4302024594845353,0.697248
layer_2,right,2.9218531338830154,0.697248
layer_2,left,2.430374322446743,0.697504
layer_2,right,2.922017764733042,0.697504
layer_2,left,2.4307473566239803,0.697952
layer_2,right,2.922299673485178,0.697952
layer_2,left,2.431169104274223,0.69856
layer_2,right,2.922695074810705,0.69856
layer_2,left,2.4312972868240816,0.69872
layer_2,right,2.92279672842237,0.69872
layer_2,left,2.431392132275524,0.698848
layer_2,right,2.922880015777938,0.698848
layer_2,left,2.4314150371935432,0.69888
layer_2,right,2.9229011015562567,0.69888
layer_2,left,2.4314980147121594,0.698976
layer_2,right,2.922960541675395,0.698976
layer_2,left,2.4315280084416058,0.699008
layer_2,right,2.922979639426774,0.699008
layer_2,left,2.431587955474619,0.699072
layer_2,right,2.9230176938455177,0.699072
layer_2,left,2.4317973416942302,0.699296
layer_2,right,2.9231493886881057,0.699296
layer_2,left,2.4320019352050686,0.699552
layer_2,right,2.9233104523389555,0.699552
layer_2,left,2.4321507626618435,0.699712
layer_2,right,2.92340221008412,0.699712
layer_2,left,2.4322829441638545,0.699872
layer_2,right,2.9235003919901645,0.699872
layer_2,left,2.432510461846299,0.700128
layer_2,right,2.923648646875791,0.700128
layer_2,left,2.4327160861376287,0.700384
layer_2,right,2.923807587775737,0.700384
layer_2,left,2.432887532444955,0.700608
layer_2,right,2.923952884940752,0.700608
layer_2,left,2.4331601291750715,0.70096
layer_2,right,2.924182936968471,0.70096
layer_2,left,2.4331895964847843,0.700992
layer_2,right,2.924200341875013,0.700992
layer_2,left,2.433248491055871,0.701056
layer_2,right,2.924235005963118,0.701056
layer_2,left,2.433307332059824,0.70112
layer_2,right,2.9242694751501808,0.70112
layer_2,left,2.4334685271766596,0.701312
layer_2,right,2.9243855443559146,0.701312
layer_2,left,2.433517469972409,0.701376
layer_2,right,2.924428815396356,0.701376
layer_2,left,2.4342639867369114,0.702272
layer_2,right,2.9249846639913133,0.702272
layer_2,left,2.4344391775131884,0.702464
layer_2,right,2.9250827232029795,0.702464
layer_2,left,2.4344683302861307,0.702496
layer_2,right,2.9250988968687275,0.702496
layer_2,left,2.434526596484535,0.70256
layer_2,right,2.9251310983612893,0.70256
layer_2,left,2.4345557098783077,0.702592
layer_2,right,2.925147126096363,0.702592
layer_2,left,2.4346429710897732,0.702688
layer_2,right,2.9251949168145672,0.702688
layer_2,left,2.4346702202182713,0.70272
layer_2,right,2.9252138792131976,0.70272
layer_2,left,2.434772420674015,0.702848
layer_2,right,2.925302428193624,0.702848
layer_2,left,2.4356188082412817,0.703872
layer_2,right,2.926025472140705,0.703872
layer_2,left,2.436550518403918,0.704928
layer_2,right,2.926707028033418,0.704928
layer_2,left,2.4366380221767243,0.705024
layer_2,right,2.9267534826496466,0.705024
layer_2,left,2.437303836767131,0.70576
layer_2,right,2.9271293688573694,0.70576
layer_2,left,2.4373615205326313,0.705824
layer_2,right,2.9271631931495445,0.705824
layer_2,left,2.437390267893044,0.705856
layer_2,right,2.9271824108690057,0.705856
layer_2,left,2.438141403091538,0.706688
layer_2,right,2.927672537511914,0.706688
layer_2,left,2.438634381159338,0.707232
layer_2,right,2.9279679146288315,0.707232
layer_2,left,2.4389898727206774,0.707616
layer_2,right,2.9282495037913563,0.707616
layer_2,left,2.439018738669715,0.707648
layer_2,right,2.9282633810927607,0.707648
layer_2,left,2.439454079220068,0.708128
layer_2,right,2.92849736313282,0.708128
layer_2,left,2.4402868724301716,0.709024
layer_2,right,2.9290577962367363,0.709024
layer_2,left,2.440719622795912,0.709472
layer_2,right,2.929400907206968,0.709472
layer_2,left,2.4409993399451477,0.70976
layer_2,right,2.929615578340894,0.70976
layer_2,left,2.4411545892595194,0.70992
layer_2,right,2.9297307512724764,0.70992
layer_2,left,2.441276701923761,0.710048
layer_2,right,2.929812645012913,0.710048
layer_2,left,2.4416544100068247,0.710464
layer_2,right,2.929997570210482,0.710464
layer_2,left,2.4422074637264712,0.71104
layer_2,right,2.9303711087121527,0.71104
layer_2,left,2.442265301735574,0.711104
layer_2,right,2.930398593180616,0.711104
layer_2,left,2.442294211569175,0.711136
layer_2,right,2.9304123263997948,0.711136
layer_2,left,2.4424157959413955,0.711264
layer_2,right,2.9304890900898357,0.711264
layer_2,left,2.443050453849579,0.711936
layer_2,right,2.930875990369712,0.711936
layer_2,left,2.444217503890085,0.713088
layer_2,right,2.9317699578174152,0.713088
layer_2,left,2.444249413066598,0.71312
layer_2,right,2.9317926043708114,0.71312
layer_2,left,2.4448322207847393,0.713728
layer_2,right,2.932155885307785,0.713728
layer_2,left,2.4449729340627777,0.713856
layer_2,right,2.932281478902272,0.713856
layer_2,left,2.445328807777194,0.714208
layer_2,right,2.9325405412204404,0.714208
layer_2,left,2.445884491646275,0.71472
layer_2,right,2.9330092215189123,0.71472
layer_2,left,2.445920838690109,0.714752
layer_2,right,2.9330421066558547,0.714752
layer_2,left,2.445957237105421,0.714784
layer_2,right,2.933075051996166,0.714784
layer_2,left,2.4459901932990107,0.714816
layer_2,right,2.9330995808362226,0.714816
layer_2,left,2.4460491351997016,0.71488
layer_2,right,2.933131775900119,0.71488
layer_2,left,2.446137520620571,0.714976
layer_2,right,2.9331802562765312,0.714976
layer_2,left,2.446166975000406,0.715008
layer_2,right,2.9331964680308693,0.715008
layer_2,left,2.44663497132895,0.715424
layer_2,right,2.9336074572546638,0.715424
layer_2,left,2.446933790905704,0.71568
layer_2,right,2.9338812041881686,0.71568
layer_2,left,2.447046675265305,0.715776
layer_2,right,2.9339848723744253,0.715776
layer_2,left,2.4475206884999716,0.716224
layer_2,right,2.9343504112225527,0.716224
layer_2,left,2.448204001300675,0.716864
layer_2,right,2.9348863269285643,0.716864
layer_2,left,2.448419359230674,0.717056
layer_2,right,2.935068520193594,0.717056
layer_2,left,2.4493010450265436,0.717856
layer_2,right,2.9357961913131896,0.717856
layer_2,left,2.449375783940243,0.71792
layer_2,right,2.9358626399481147,0.71792
layer_2,left,2.449871852998361,0.718336
layer_2,right,2.9363134469320333,0.718336
layer_2,left,2.4503579722425197,0.71872
layer_2,right,2.936781088980805,0.71872
layer_2,left,2.4505620965932016,0.71888
layer_2,right,2.936978371366912,0.71888
layer_2,left,2.450643991671118,0.718944
layer_2,right,2.9370576769152588,0.718944
layer_2,left,2.450869459300418,0.719136
layer_2,right,2.937258377872919,0.719136
layer_2,left,2.4516984058173446,0.719776
layer_2,right,2.938069011965097,0.719776
layer_2,left,2.4520677065739167,0.720096
layer_2,right,2.9383935109837345,0.720096
layer_2,left,2.452731417174098,0.720736
layer_2,right,2.9389182265919214,0.720736
layer_2,left,2.4530073890970456,0.720992
layer_2,right,2.9391506171788424,0.720992
layer_2,left,2.45310021247593,0.721088
layer_2,right,2.939220345887865,0.721088
layer_2,left,2.4531620642679797,0.721152
layer_2,right,2.939267095787652,0.721152
layer_2,left,2.453347467912194,0.721344
layer_2,right,2.9394086383072002,0.721344
layer_2,left,2.4539949597989326,0.721856
layer_2,right,2.9400439111432464,0.721856
layer_2,left,2.454166272911053,0.721984
layer_2,right,2.940218867939033,0.721984
layer_2,left,2.454283137202225,0.72208
layer_2,right,2.9403312369882273,0.72208
layer_2,left,2.45608731123576,0.723648
layer_2,right,2.9420347851055677,0.723648
layer_2,left,2.45636158659161,0.723904
layer_2,right,2.9422900452611422,0.723904
layer_2,left,2.4566295977451365,0.724128
layer_2,right,2.9425576009526226,0.724128
layer_2,left,2.4571849884903427,0.72464
layer_2,right,2.9430918805969815,0.72464
layer_2,left,2.4575916589690454,0.72496
layer_2,right,2.9435166903432837,0.72496
layer_2,left,2.457685306234762,0.725056
layer_2,right,2.943604293652273,0.725056
layer_2,left,2.457854548974087,0.725184
layer_2,right,2.9437846895071504,0.725184
layer_2,left,2.4581297475223884,0.72544
layer_2,right,2.944057867666265,0.72544
layer_2,left,2.459114526100948,0.7264
layer_2,right,2.9450527712965004,0.7264
layer_2,left,2.4591454856917214,0.726432
layer_2,right,2.94508460467746,0.726432
layer_2,left,2.4592960164193833,0.72656
layer_2,right,2.9452460304022257,0.72656
layer_2,left,2.459402247284928,0.726656
layer_2,right,2.9453591835803437,0.726656
layer_2,left,2.4595151921065734,0.726752
layer_2,right,2.945481065821259,0.726752
layer_2,left,2.4596214379886874,0.726848
layer_2,right,2.9455950318255466,0.726848
layer_2,left,2.4597788225595956,0.726976
layer_2,right,2.9457668568760904,0.726976
layer_2,left,2.459854168229041,0.72704
layer_2,right,2.945848869492095,0.72704
