Filename,Soma_X,Soma_Y,Soma_Z,LCC_Node_Proportion,C3 agglomeration id,Cell type,Cell body layer old, E count all inputs, I count all inputs, E count layer 1, I count layer 1, E count layer 2, I count layer 2, E count layer 3, I count layer 3, E count layer 4, I count layer 4, E count layer 5, I count layer 5, E count layer 6, I count layer 6, E count white matter, I count white matter,Soma_x,Soma_y,Soma_z,Cell body layer
27403711651,2139900,491232,48477,,27403711651,unclassified neuron,layer_2,5,23,0,0,5,23,0,0,0,0,0,0,0,0,0,0,,,,layer_2
5977927757,2681500,1921470,45375,,5977927757,pyramidal neuron,layer_4,733,360,0,0,13,7,488,195,223,155,9,3,0,0,0,0,,,,layer_4
42644047390,1870460,1942620,167178,,42644047390,pyramidal neuron,layer_6,388,145,0,0,0,0,0,0,0,0,131,21,257,124,0,0,,,,layer_6
4580845114,2918110,1690110,25872,,4580845114,pyramidal neuron,layer_3,6039,1758,0,0,232,58,5803,1697,4,3,0,0,0,0,0,0,,,,layer_3
38688475571,2873700,1148540,168069,,38688475571,pyramidal neuron,layer_3,1309,356,0,0,674,180,635,176,0,0,0,0,0,0,0,0,,,,layer_3
3396165104,1539940,1238980,13596,,3396165104,pyramidal neuron,layer_5,484,270,0,0,0,0,0,0,18,6,466,264,0,0,0,0,,,,layer_5
33068916365,2724770,1839390,71907,,33068916365,interneuron,layer_3,1061,500,0,0,0,0,346,173,715,327,0,0,0,0,0,0,,,,layer_3
4524003056,3190340,1425440,40128,,4524003056,pyramidal neuron,layer_2,3951,1712,70,29,3584,1580,297,103,0,0,0,0,0,0,0,0,,,,layer_2
3856591986,3668320,1230980,48180,,3856591986,interneuron,layer_1,628,326,628,326,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_1
3385767495,2466690,1174780,15708,,3385767495,interneuron,layer_3,2248,776,0,0,0,0,2248,776,0,0,0,0,0,0,0,0,,,,layer_3
37538135432,2810750,793280,171105,,37538135432,excitatory/spiny neuron with atypical tree,layer_2,436,148,0,0,432,148,4,0,0,0,0,0,0,0,0,0,,,,layer_2
33301085565,2358300,1926820,143055,,33301085565,pyramidal neuron,layer_5,3157,903,0,0,160,67,493,174,783,152,1721,510,0,0,0,0,,,,layer_5
42325876904,2337890,1988030,127281,,42325876904,pyramidal neuron,layer_5,686,284,0,0,0,0,3,0,152,33,531,251,0,0,0,0,,,,layer_5
28045909614,2524380,650176,67254,,28045909614,interneuron,layer_2,1635,578,0,0,1635,578,0,0,0,0,0,0,0,0,0,0,,,,layer_2
3374306335,3190340,1081820,15246,,3374306335,interneuron,layer_2,391,158,128,46,263,112,0,0,0,0,0,0,0,0,0,0,,,,layer_2
3120131784,1734500,985216,65538,,3120131784,pyramidal neuron,layer_4,1038,408,0,0,0,0,311,91,371,226,356,91,0,0,0,0,,,,layer_4
28818770065,2881060,824064,77352,,28818770065,pyramidal neuron,layer_2,1345,565,185,72,1160,493,0,0,0,0,0,0,0,0,0,0,,,,layer_2
3691674312,2534080,1017820,160215,,3691674312,excitatory/spiny neuron with atypical tree,layer_3,1341,413,0,0,0,0,1341,413,0,0,0,0,0,0,0,0,,,,layer_3
31349210403,2263170,1424030,64944,,31349210403,pyramidal neuron,layer_4,588,254,0,0,19,9,211,110,324,117,34,18,0,0,0,0,,,,layer_4
29482660437,1479330,1010620,48048,,29482660437,pyramidal neuron,layer_5,0,5,0,0,0,0,0,0,0,3,0,2,0,0,0,0,,,,layer_5
37583049452,3051900,1072540,110715,,37583049452,pyramidal neuron,layer_2,769,274,29,4,739,269,1,1,0,0,0,0,0,0,0,0,,,,layer_2
39122416196,2176740,1174340,65472,,39122416196,pyramidal neuron,layer_4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,layer_4
29600069532,1726720,1041950,109395,,29600069532,unclassified neuron,layer_4,245,153,0,0,0,0,35,18,175,127,35,8,0,0,0,0,,,,layer_4
4884531898,2351740,1452700,88242,,4884531898,pyramidal neuron,layer_4,914,370,0,0,0,0,53,10,621,285,240,75,0,0,0,0,,,,layer_4
68923568794,2747490,1934140,172755,,68923568794,unclassified neuron,layer_4,86,72,0,0,0,0,64,54,22,18,0,0,0,0,0,0,,,,layer_4
32656218839,1385890,1659650,156387,,32656218839,pyramidal neuron,layer_6,1175,427,0,0,0,0,0,0,0,0,0,0,952,368,223,59,,,,layer_6
3397069492,1653380,1137920,8085,,3397069492,pyramidal neuron,layer_5,110,78,0,0,0,0,0,0,12,9,98,69,0,0,0,0,,,,layer_5
5018232404,3043010,1721600,6468,,5018232404,excitatory/spiny neuron with atypical tree,layer_3,1654,493,0,0,0,0,1654,493,0,0,0,0,0,0,0,0,,,,layer_3
29820077191,2066590,1147580,82599,,29820077191,pyramidal neuron,layer_4,1028,461,0,0,0,0,403,134,464,271,161,56,0,0,0,0,,,,layer_4
343561537,2556320,417568,2871,,343561537,pyramidal neuron,layer_2,722,279,159,67,563,212,0,0,0,0,0,0,0,0,0,0,,,,layer_2
6486056270,2329440,1902500,46233,,6486056270,pyramidal neuron,layer_5,362,166,0,0,0,0,0,0,42,11,320,155,0,0,0,0,,,,layer_5
6324905937,2251140,1882500,116556,,6324905937,pyramidal neuron,layer_5,2648,1028,0,0,0,0,0,0,134,23,2514,1005,0,0,0,0,,,,layer_5
29033563799,2167680,922752,122925,,29033563799,pyramidal neuron,layer_3,4110,1181,13,4,217,64,3688,1073,192,40,0,0,0,0,0,0,,,,layer_3
1917492672,2914240,810496,10692,,1917492672,pyramidal neuron,layer_2,478,227,43,17,435,210,0,0,0,0,0,0,0,0,0,0,,,,layer_2
3720393208,2160900,1415550,65109,,3720393208,pyramidal neuron,layer_5,2806,1108,18,7,130,51,547,183,671,225,1440,642,0,0,0,0,,,,layer_5
55213025507,3352830,819840,108471,,55213025507,interneuron,layer_1,120,217,120,217,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_1
5049085224,3398620,1564190,35178,,5049085224,pyramidal neuron,layer_2,1552,828,685,333,865,495,2,0,0,0,0,0,0,0,0,0,,,,layer_2
29730646545,1635070,1099460,150150,,29730646545,pyramidal neuron,layer_5,711,378,0,0,0,0,57,11,275,123,379,244,0,0,0,0,,,,layer_5
6384755758,2447230,1745600,122364,,6384755758,pyramidal neuron,layer_4,917,282,0,0,19,10,115,55,620,184,163,33,0,0,0,0,,,,layer_4
4285715192,1959420,1380510,47817,,4285715192,pyramidal neuron,layer_5,276,162,0,0,0,0,0,1,52,20,224,141,0,0,0,0,,,,layer_5
4725731392,2635070,1624060,30261,,4725731392,pyramidal neuron,layer_3,4201,1337,0,0,58,37,2787,952,1354,345,2,3,0,0,0,0,,,,layer_3
39557497716,1779970,1306400,144870,,39557497716,pyramidal neuron,layer_5,161,113,0,0,0,0,0,0,0,0,161,113,0,0,0,0,,,,layer_5
33882877977,2229380,2051740,114279,,33882877977,pyramidal neuron,layer_5,502,197,0,0,0,0,0,0,0,0,502,197,0,0,0,0,,,,layer_5
31888803808,2449890,1561630,102696,,31888803808,pyramidal neuron,layer_4,1337,458,0,0,0,0,443,131,729,290,165,37,0,0,0,0,,,,layer_4
1536069641,2346270,712992,110220,,1536069641,pyramidal neuron,layer_3,5431,1410,15,5,1092,257,4324,1148,0,0,0,0,0,0,0,0,,,,layer_2
58663168896,3410140,1670460,106359,,58663168896,excitatory/spiny neuron with atypical tree,layer_2,234,105,0,0,234,105,0,0,0,0,0,0,0,0,0,0,,,,layer_2
6035981783,2347780,1907650,36201,,6035981783,interneuron,layer_5,1272,424,0,0,0,0,52,16,264,65,956,343,0,0,0,0,,,,layer_5
29096027997,3032480,886464,66594,,29096027997,pyramidal neuron,layer_2,2803,939,1263,432,1540,507,0,0,0,0,0,0,0,0,0,0,,,,layer_2
30544812538,1529950,1096450,161337,,30544812538,interneuron,layer_5,1309,540,0,0,0,0,0,0,0,0,1309,540,0,0,0,0,,,,layer_5
38378160387,1737500,1033250,167112,,38378160387,interneuron,layer_4,1013,320,0,0,0,0,0,0,925,297,88,23,0,0,0,0,,,,layer_4
42776449026,2066430,2164740,141504,,42776449026,excitatory/spiny neuron with atypical tree,layer_5,322,138,0,0,0,0,0,0,0,0,212,59,110,79,0,0,,,,layer_5
40783237234,2447070,1580610,171633,,40783237234,interneuron,layer_4,92,79,0,0,0,0,6,4,86,75,0,0,0,0,0,0,,,,layer_4
31028455457,2137920,1337090,107415,,31028455457,unclassified neuron,layer_4,310,157,0,0,0,0,0,0,163,110,147,47,0,0,0,0,,,,layer_4
4218507821,3229540,1319520,39204,,4218507821,pyramidal neuron,layer_2,485,272,12,2,473,270,0,0,0,0,0,0,0,0,0,0,,,,layer_2
13878923298,1856130,1416260,171798,,13878923298,interneuron,layer_5,213,82,0,0,0,0,0,0,0,0,213,82,0,0,0,0,,,,layer_5
3282305297,2073920,1216320,16335,,3282305297,pyramidal neuron,layer_4,232,135,0,0,0,0,23,5,156,117,53,13,0,0,0,0,,,,layer_4
2298314345,3541220,915264,9075,,2298314345,interneuron,layer_1,323,427,323,427,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_1
21664321533,2873310,774208,80157,,21664321533,pyramidal neuron,layer_6,18,34,0,0,0,0,0,0,0,0,9,15,9,19,0,0,,,,layer_2
25075056945,2179360,2037790,127413,,25075056945,pyramidal neuron,layer_5,4215,1096,0,0,16,10,401,157,276,88,3296,794,226,47,0,0,,,,layer_5
6077169830,2057600,1759970,44748,,6077169830,unclassified neuron,layer_5,992,372,0,0,0,0,0,0,0,0,992,372,0,0,0,0,,,,layer_5
1552861494,2742240,667328,11484,,1552861494,pyramidal neuron,layer_2,177,106,0,0,177,106,0,0,0,0,0,0,0,0,0,0,,,,layer_2
59463697978,3366940,1899900,139128,,59463697978,interneuron,layer_2,328,130,0,0,328,130,0,0,0,0,0,0,0,0,0,0,,,,layer_2
31353591502,3333280,1391780,130119,,31353591502,pyramidal neuron,layer_2,1741,721,0,0,1740,718,1,3,0,0,0,0,0,0,0,0,,,,layer_2
4724781407,2301020,1571300,28347,,4724781407,pyramidal neuron,layer_5,840,432,0,0,60,31,196,119,343,131,241,151,0,0,0,0,,,,layer_5
31655553150,2412700,1483420,89793,,31655553150,interneuron,layer_4,211,103,0,0,0,0,41,17,170,86,0,0,0,0,0,0,,,,layer_4
5766927786,1141600,1630980,94215,,5766927786,unclassified neuron,white_matter,438,324,0,0,0,0,0,0,0,0,0,0,94,40,344,284,,,,white_matter
29853176940,3042720,1037630,155628,,29853176940,pyramidal neuron,layer_2,1088,340,0,0,1088,340,0,0,0,0,0,0,0,0,0,0,,,,layer_2
4938394755,1352000,1577540,105105,,4938394755,pyramidal neuron,layer_6,2302,865,0,0,0,0,0,0,0,0,295,74,1653,713,354,78,,,,layer_6
2350558082,2098660,801344,41283,,2350558082,interneuron,layer_3,230,216,0,0,0,0,158,187,72,29,0,0,0,0,0,0,,,,layer_3
29498826197,1863300,959008,124773,,29498826197,pyramidal neuron,layer_4,899,342,0,0,39,21,520,165,340,156,0,0,0,0,0,0,,,,layer_4
7357970055,1882240,1955680,154308,,7357970055,pyramidal neuron,layer_6,1583,476,0,0,0,0,0,0,0,0,460,92,1118,383,5,1,,,,layer_6
29007807618,2788740,831232,129261,,29007807618,pyramidal neuron,layer_2,1084,386,155,65,888,312,41,9,0,0,0,0,0,0,0,0,,,,layer_2
6249972672,1591070,1838140,76725,,6249972672,pyramidal neuron,layer_6,1616,558,0,0,0,0,0,0,0,0,371,98,1030,393,215,67,,,,layer_6
6496745047,1311520,1861150,76791,,6496745047,pyramidal neuron,white_matter,2308,682,0,0,0,0,0,0,0,0,0,0,361,76,1947,606,,,,white_matter
5092026676,3251650,1685820,17523,,5092026676,pyramidal neuron,layer_2,2777,1171,0,0,2176,989,601,182,0,0,0,0,0,0,0,0,,,,layer_2
29578431064,3509120,997184,78408,,29578431064,interneuron,layer_1,82,90,82,90,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_1
41338761334,3076130,1705180,157707,,41338761334,interneuron,layer_3,198,183,0,0,0,0,198,183,0,0,0,0,0,0,0,0,,,,layer_3
81443737282,3022140,735072,148632,,81443737282,interneuron,layer_1,3,16,3,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_1
3338693880,1466850,1321630,101871,,3338693880,unclassified neuron,layer_5,1581,731,0,0,0,0,0,0,38,9,1219,644,324,78,0,0,,,,layer_5
32035792916,2476320,1794820,101277,,32035792916,pyramidal neuron,layer_4,812,263,0,0,0,0,157,62,257,85,398,116,0,0,0,0,,,,layer_4
33366601513,818336,1916990,68871,,33366601513,unclassified neuron,white_matter,69,59,0,0,0,0,0,0,0,0,0,0,0,0,69,59,,,,white_matter
4811789343,1647840,1891330,16236,,4811789343,pyramidal neuron,layer_6,7065,1823,0,0,0,0,0,0,238,104,1291,319,4585,1205,951,195,,,,layer_6
5392413052,1677980,1740320,10131,,5392413052,unclassified neuron,layer_6,1025,377,0,0,0,0,0,0,0,0,509,122,516,255,0,0,,,,layer_6
2833193133,2745340,977248,84612,,2833193133,pyramidal neuron,layer_2,3104,918,164,50,1280,439,1660,429,0,0,0,0,0,0,0,0,,,,layer_2
45675141915,2734780,738688,128832,,45675141915,excitatory/spiny neuron with atypical tree,layer_2,172,47,0,0,172,47,0,0,0,0,0,0,0,0,0,0,,,,layer_2
4868514585,1955900,1445340,22935,,4868514585,interneuron,layer_5,1174,426,0,0,0,0,0,0,0,0,1174,426,0,0,0,0,,,,layer_5
75597013907,796512,1451900,131208,,75597013907,interneuron,white_matter,49,24,0,0,0,0,0,0,0,0,0,0,0,0,49,24,,,,white_matter
6804899404,2139550,1917540,86823,,6804899404,unclassified neuron,layer_5,664,362,0,0,0,0,0,0,0,0,583,339,81,23,0,0,,,,layer_5
19664977477,3502340,746560,44814,,19664977477,interneuron,layer_1,2,10,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_1
781768171,2504480,646368,7722,,781768171,pyramidal neuron,layer_2,2622,824,337,198,1447,467,838,159,0,0,0,0,0,0,0,0,,,,layer_2
3513366766,1553250,1213980,42471,,3513366766,unclassified neuron,layer_5,195,115,0,0,0,0,0,0,0,0,195,115,0,0,0,0,,,,layer_5
31012584830,1799680,1371580,153945,,31012584830,interneuron,layer_5,641,204,0,0,0,0,0,0,0,0,641,204,0,0,0,0,,,,layer_5
43077199030,976000,2182370,167607,,43077199030,pyramidal neuron,white_matter,501,149,0,0,0,0,0,0,0,0,0,0,0,0,501,149,,,,white_matter
4431199135,1890050,1344580,167475,,4431199135,pyramidal neuron,layer_5,642,252,0,0,0,0,0,0,2,0,640,252,0,0,0,0,,,,layer_5
5143333956,1601280,1426850,150414,,5143333956,pyramidal neuron,layer_5,574,262,0,0,0,0,0,0,4,3,460,227,110,32,0,0,,,,layer_5
77748004291,3450210,1956640,124740,,77748004291,unclassified neuron,layer_2,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,layer_2
6078981767,2583140,1624350,104247,,6078981767,pyramidal neuron,layer_4,793,332,0,0,6,0,314,119,439,201,34,12,0,0,0,0,,,,layer_4
5769863307,1804130,1651620,152361,,5769863307,excitatory/spiny neuron with atypical tree,layer_5,1798,633,0,0,0,0,0,0,0,0,731,389,1067,244,0,0,,,,layer_5
5976029237,2210820,1756320,75438,,5976029237,pyramidal neuron,layer_5,438,240,0,0,0,0,0,0,0,0,433,236,5,4,0,0,,,,layer_5
37523506103,2512100,538560,146751,,37523506103,unclassified neuron,layer_2,511,794,0,0,511,794,0,0,0,0,0,0,0,0,0,0,,,,layer_2
3179134962,1776030,1182460,7095,,3179134962,pyramidal neuron,layer_5,163,84,0,0,0,0,0,0,66,23,97,61,0,0,0,0,,,,layer_5
29426346777,1816190,1056860,95535,,29426346777,pyramidal neuron,layer_4,982,419,0,0,0,0,452,147,469,256,61,16,0,0,0,0,,,,layer_4
3706478511,2315650,1406850,8712,,3706478511,pyramidal neuron,layer_4,888,262,0,0,0,0,242,63,514,178,132,21,0,0,0,0,,,,layer_4
36795295077,2711740,582880,173184,,36795295077,excitatory/spiny neuron with atypical tree,layer_2,204,62,0,0,204,62,0,0,0,0,0,0,0,0,0,0,,,,layer_2
38585202945,2362340,1066690,136752,,38585202945,interneuron,layer_3,799,309,0,0,0,0,799,309,0,0,0,0,0,0,0,0,,,,layer_3
1334487646,2831260,666144,47157,,1334487646,pyramidal neuron,layer_2,1605,874,763,359,842,515,0,0,0,0,0,0,0,0,0,0,,,,layer_2
40812642322,2504930,1710140,140151,,40812642322,pyramidal neuron,layer_4,698,240,0,0,0,0,221,58,411,171,66,11,0,0,0,0,,,,layer_4
31461725447,1307680,1367900,127809,,31461725447,excitatory/spiny neuron with atypical tree,layer_6,2374,792,0,0,0,0,0,0,125,33,999,220,1179,514,71,25,,,,layer_6
1392674067,2815650,509248,56925,,1392674067,interneuron,layer_1,62,141,30,110,32,31,0,0,0,0,0,0,0,0,0,0,,,,layer_1
3445340739,2663780,948416,133683,,3445340739,pyramidal neuron,layer_3,2567,637,0,0,999,213,1568,424,0,0,0,0,0,0,0,0,,,,layer_3
27739973919,2565600,485536,129459,,27739973919,pyramidal neuron,layer_2,3505,1285,281,106,2966,1121,258,58,0,0,0,0,0,0,0,0,,,,layer_2
5245891128,1748770,1528320,89925,,5245891128,interneuron,layer_5,394,502,0,0,0,0,0,0,0,0,394,502,0,0,0,0,,,,layer_5
5190348902,2407840,1562880,109791,,5190348902,excitatory/spiny neuron with atypical tree,layer_4,884,379,0,0,0,0,209,65,606,298,69,16,0,0,0,0,,,,layer_4
32528431437,2250590,1729700,171633,,32528431437,pyramidal neuron,layer_5,268,119,0,0,0,0,30,11,60,33,178,75,0,0,0,0,,,,layer_5
33304941085,3479420,1893760,65142,,33304941085,unclassified neuron,layer_2,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,,,layer_2
3721708284,2680830,1169410,90783,,3721708284,pyramidal neuron,layer_3,4484,1259,133,38,841,185,3510,1036,0,0,0,0,0,0,0,0,,,,layer_3
90861322618,2783170,875072,172326,,90861322618,interneuron,layer_2,15,42,0,0,15,42,0,0,0,0,0,0,0,0,0,0,,,,layer_2
3749216816,2285090,1171970,108339,,3749216816,pyramidal neuron,layer_3,3936,1381,58,32,181,78,2659,1036,973,223,65,12,0,0,0,0,,,,layer_3
3491027398,2423490,435104,78441,,3491027398,interneuron,layer_2,222,119,111,42,111,77,0,0,0,0,0,0,0,0,0,0,,,,layer_2
6833983490,1948610,2016670,22968,,6833983490,pyramidal neuron,layer_6,403,192,0,0,0,0,0,0,0,0,211,45,192,147,0,0,,,,layer_6
6210201183,2555650,1895230,76296,,6210201183,pyramidal neuron,layer_4,779,368,0,0,25,14,183,121,488,195,83,38,0,0,0,0,,,,layer_4
4842452210,2704450,1321090,169950,,4842452210,excitatory/spiny neuron with atypical tree,layer_3,1766,397,0,0,0,0,1762,396,4,1,0,0,0,0,0,0,,,,layer_3
41574215785,3660860,1764420,65076,,41574215785,interneuron,layer_1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_2
37956848626,2021470,911616,148005,,37956848626,pyramidal neuron,layer_3,99,40,0,0,0,0,99,40,0,0,0,0,0,0,0,0,,,,layer_3
4330715383,2120800,1359780,38247,,4330715383,pyramidal neuron,layer_5,1711,596,0,0,14,7,341,100,375,140,981,349,0,0,0,0,,,,layer_5
58750731579,3412290,1772610,135531,,58750731579,excitatory/spiny neuron with atypical tree,layer_2,506,191,0,0,506,191,0,0,0,0,0,0,0,0,0,0,,,,layer_2
29868144220,3196100,1010300,91707,,29868144220,interneuron,layer_2,377,313,185,130,192,183,0,0,0,0,0,0,0,0,0,0,,,,layer_2
41933255298,2532670,1955740,143715,,41933255298,spiny stellate neuron,layer_5,799,451,0,0,0,0,0,0,296,129,503,322,0,0,0,0,,,,layer_5
2323690826,2596700,924128,13860,,2323690826,pyramidal neuron,layer_3,4067,1188,304,113,1357,343,2406,732,0,0,0,0,0,0,0,0,,,,layer_3
5986279127,2489310,880448,147774,,5986279127,interneuron,white_matter,52,79,0,0,0,0,0,0,0,0,0,0,0,0,52,79,,,,layer_3
49343365080,2528220,1507620,167013,,49343365080,interneuron,layer_4,340,184,0,0,0,0,187,80,153,104,0,0,0,0,0,0,,,,layer_4
49623004101,3339420,1554240,102234,,49623004101,pyramidal neuron,layer_2,1545,525,79,38,1466,487,0,0,0,0,0,0,0,0,0,0,,,,layer_2
5420709385,1711780,1685470,107283,,5420709385,pyramidal neuron,layer_6,2212,621,0,0,0,0,0,0,27,12,1134,217,1051,392,0,0,,,,layer_6
851749981,2164930,584544,14553,,851749981,pyramidal neuron,layer_3,491,121,0,0,89,27,402,94,0,0,0,0,0,0,0,0,,,,layer_2
29193212675,1875460,1019870,156981,,29193212675,pyramidal neuron,layer_4,892,320,0,0,0,0,287,81,464,193,141,46,0,0,0,0,,,,layer_3
3443719971,2646560,1251390,66033,,3443719971,pyramidal neuron,layer_3,5073,1308,145,49,809,187,4119,1072,0,0,0,0,0,0,0,0,,,,layer_3
39864893674,2223100,1269180,169356,,39864893674,interneuron,layer_4,629,177,0,0,0,0,28,5,601,172,0,0,0,0,0,0,,,,layer_4
3110363677,2835040,1077470,126291,,3110363677,pyramidal neuron,layer_2,6878,1864,0,0,2366,668,4512,1196,0,0,0,0,0,0,0,0,,,,layer_2
32676295314,2850690,1796220,166881,,32676295314,pyramidal neuron,layer_3,3029,713,0,0,19,4,2560,638,450,71,0,0,0,0,0,0,,,,layer_3
6556886870,1969860,1776700,152559,,6556886870,pyramidal neuron,layer_5,2399,666,0,0,0,0,0,0,0,0,1662,513,737,153,0,0,,,,layer_5
38729109745,2111710,1187710,165297,,38729109745,pyramidal neuron,layer_4,374,184,0,0,0,0,29,5,345,179,0,0,0,0,0,0,,,,layer_4
2291524761,1925340,822912,88836,,2291524761,pyramidal neuron,layer_3,2493,702,0,0,40,12,2179,635,274,55,0,0,0,0,0,0,,,,layer_3
28698543945,1919520,773920,78111,,28698543945,interneuron,layer_3,3157,968,0,0,0,0,2892,911,265,57,0,0,0,0,0,0,,,,layer_3
532996832,2356860,541824,7491,,532996832,pyramidal neuron,layer_2,872,278,55,26,786,250,31,2,0,0,0,0,0,0,0,0,,,,layer_2
28364050873,1990370,674016,123090,,28364050873,pyramidal neuron,layer_3,2500,656,0,0,220,50,2280,606,0,0,0,0,0,0,0,0,,,,layer_3
5044602563,2324160,1383810,116028,,5044602563,pyramidal neuron,layer_4,1665,648,0,0,40,29,510,161,918,408,197,50,0,0,0,0,,,,layer_4
38975297562,3022660,921536,34749,,38975297562,pyramidal neuron,layer_4,182,96,0,0,0,0,24,11,113,61,45,24,0,0,0,0,,,,layer_2
3549884234,3322940,1178590,96789,,3549884234,pyramidal neuron,layer_2,920,424,484,183,436,241,0,0,0,0,0,0,0,0,0,0,,,,layer_2
3620990443,3199550,1256770,94974,,3620990443,pyramidal neuron,layer_2,2349,811,128,45,2221,766,0,0,0,0,0,0,0,0,0,0,,,,layer_2
1217811538,2720640,672096,1023,,1217811538,pyramidal neuron,layer_2,2467,925,412,181,2055,744,0,0,0,0,0,0,0,0,0,0,,,,layer_2
1202451144,2570370,469024,78276,,1202451144,pyramidal neuron,layer_2,1353,445,41,20,1266,413,46,12,0,0,0,0,0,0,0,0,,,,layer_2
6613523686,1494880,1869340,55902,,6613523686,interneuron,white_matter,480,323,0,0,0,0,0,0,0,0,0,0,171,106,309,217,,,,white_matter
4707581686,1472160,1804800,71907,,4707581686,pyramidal neuron,layer_6,4852,1158,0,0,0,0,0,0,0,0,804,178,2775,636,1273,344,,,,layer_6
77965748882,3253790,2078530,134442,,77965748882,pyramidal neuron,layer_3,163,46,0,0,140,30,23,16,0,0,0,0,0,0,0,0,,,,layer_3
7968117887,1796130,2189980,19338,,7968117887,pyramidal neuron,layer_6,4,8,0,0,0,0,0,0,0,0,0,0,0,4,4,4,,,,layer_6
35833687678,2461120,389088,68904,,35833687678,pyramidal neuron,layer_2,2,25,0,0,2,25,0,0,0,0,0,0,0,0,0,0,,,,layer_2
447126518,2946340,397152,40260,,447126518,interneuron,layer_1,225,273,225,273,0,0,0,0,0,0,0,0,0,0,0,0,,,,layer_1
33519166811,2142620,1999940,134013,,33519166811,pyramidal neuron,layer_5,2118,628,0,0,0,0,54,26,78,33,1725,516,261,53,0,0,,,,layer_5
33690480776,1810020,2142050,105732,,33690480776,excitatory/spiny neuron with atypical tree,layer_6,2043,502,0,0,0,0,0,0,0,0,0,0,1695,427,348,75,,,,layer_6
3615003279,1333310,1392060,93885,,3615003279,pyramidal neuron,layer_6,3466,1127,0,0,0,0,0,0,104,29,1270,250,2089,848,3,0,,,,layer_6
5043507218,1674210,1662750,74382,,5043507218,pyramidal neuron,layer_6,4547,1322,0,0,0,0,0,0,0,0,1461,352,2761,885,325,85,,,,layer_6
38411670246,2804350,1039900,171303,,38411670246,interneuron,layer_2,891,348,0,0,69,44,822,304,0,0,0,0,0,0,0,0,,,,layer_2
42953046750,2677410,2093540,71082,,42953046750,unclassified neuron,layer_4,1,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,,,,layer_4
5718116655,3234590,1639390,69366,,5718116655,pyramidal neuron,layer_2,3299,1044,0,1,2454,864,845,179,0,0,0,0,0,0,0,0,,,,layer_2
38397872347,3012860,924480,128436,,38397872347,interneuron,layer_2,195,75,0,0,195,75,0,0,0,0,0,0,0,0,0,0,,,,layer_2
38305095681,1724450,1016990,132792,,38305095681,pyramidal neuron,layer_4,451,191,0,0,0,0,23,3,373,170,55,18,0,0,0,0,,,,layer_4
37230829263,2302240,829152,80982,,37230829263,interneuron,layer_3,1199,437,0,0,0,0,1199,437,0,0,0,0,0,0,0,0,,,,layer_3
4385455077,1409380,1296130,75801,,4385455077,pyramidal neuron,layer_5,643,392,0,0,0,0,0,0,0,0,573,376,70,16,0,0,,,,layer_5
36169130207,2619040,489248,86988,,36169130207,interneuron,layer_2,126,82,6,4,120,78,0,0,0,0,0,0,0,0,0,0,,,,layer_2
31509178110,2217700,1466620,65637,,31509178110,interneuron,layer_5,67,52,0,0,0,0,0,0,50,21,17,31,0,0,0,0,,,,layer_5
36414076705,1975680,607680,90849,,36414076705,excitatory/spiny neuron with atypical tree,layer_3,967,343,0,0,0,0,967,343,0,0,0,0,0,0,0,0,,,,layer_3
36881981463,2543420,615936,94281,,36881981463,interneuron,layer_2,422,294,0,0,422,294,0,0,0,0,0,0,0,0,0,0,,,,layer_2
61101303525,1575710,2209090,106854,,61101303525,unclassified neuron,white_matter,41,36,0,0,0,0,0,0,0,0,0,0,0,0,41,36,,,,white_matter
4435710837,2906690,1497950,135432,,4435710837,pyramidal neuron,layer_3,4531,1335,0,0,380,135,4151,1200,0,0,0,0,0,0,0,0,,,,layer_3
33735801875,2020420,2115970,105435,,33735801875,pyramidal neuron,layer_6,1227,402,0,0,0,0,0,0,0,0,334,82,893,320,0,0,,,,layer_6
4696894820,2594370,1263940,168861,,4696894820,pyramidal neuron,layer_3,6202,1416,0,0,222,67,5705,1289,275,60,0,0,0,0,0,0,,,,layer_3
48282719431,3165220,1218400,112926,,48282719431,interneuron,layer_2,314,316,4,3,310,313,0,0,0,0,0,0,0,0,0,0,,,,layer_2
33723829341,2687260,1965180,100089,,33723829341,pyramidal neuron,layer_4,1246,450,0,0,0,0,713,183,533,267,0,0,0,0,0,0,,,,layer_4
6357772873,3019460,1810980,20922,,6357772873,interneuron,layer_3,364,209,0,0,0,0,364,209,0,0,0,0,0,0,0,0,,,,layer_3
3680606691,3367360,1162880,12936,,3680606691,interneuron,layer_1,467,355,464,352,3,3,0,0,0,0,0,0,0,0,0,0,,,,layer_1
29688303537,3162080,1349410,108207,,29688303537,pyramidal neuron,layer_4,789,216,0,0,23,13,302,74,452,128,12,1,0,0,0,0,,,,layer_2
