Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,Cluster
3821126484_sort.swc,11418,45.8237,3,1038,2078,1041,600.77,696.448,173.448,0.684912,3583.41,7732.91,2035.67,701.177,801.188,248,0.973598,4.49423,0.85053,100.983,95.717,1.12391,0
3822512610_sort.swc,9217,401.512,5,885,1774,890,850.21,651.524,164.538,0.589226,2920.93,5495.29,1156.63,921.419,1069.56,325,0.975127,4.19504,0.81024,98.2987,94.4986,1.08707,0
38262520974_sort.swc,8523,254.725,8,431,869,439,370.69,540.572,107.019,0.4257,2738.04,3779.6,584.467,474.799,524.514,82,0.968017,8.80667,0.786016,101.899,93.7479,1.10922,4
38305095681_sort.swc,7542,189.68,8,417,841,425,240.74,362.11,113.091,0.537379,2426.23,4254.6,823.08,226.443,255.073,50,0.965904,7.96671,0.826769,101.892,95.4606,1.11485,4
38334357112_sort.swc,10506,230.637,6,680,1366,687,342.95,495.008,114.048,0.60475,3348.64,6706.4,1852.52,438.437,597.256,111,0.973476,6.69034,0.796794,100.483,95.7885,1.14034,0
38354959421_sort.swc,14904,222.154,4,2270,4555,2286,361.92,582.788,97.35,0.470593,4525.14,6866.46,1328.06,354.037,431.221,282,0.981045,2.27179,0.805563,100.121,96.2763,1.13215,3
38451325454_sort.swc,11748,174.521,4,793,1591,799,407.01,656.032,112.728,0.510784,3698.82,6203.94,1507.13,360.394,438.748,111,0.973744,6.38341,0.816595,100.373,93.8807,1.13698,0
38500210351_sort.swc,12898,146.356,6,1887,3784,1898,384.83,372.96,98.604,0.458097,3939.46,5892.94,1075.53,267.319,331.403,212,0.979845,2.4083,0.806237,102.116,97.8313,1.11217,3
38508312415_sort.swc,4843,177.058,6,141,286,146,300.22,383.168,112.959,0.57298,1580.04,3192.68,1297.79,383.806,418.201,33,0.962138,15.9301,0.828097,101.568,91.4037,1.09672,4
3855044479_sort.swc,5955,97.7485,3,716,1436,721,319.97,268.67,54.747,0.621372,1837.2,3689.37,1084.94,246.956,341.509,180,0.975007,3.14624,0.822204,102.103,96.898,1.16152,3
38584209568_sort.swc,9685,128.002,3,577,1155,579,502.84,376.06,106.689,0.471241,3057.44,4791.92,1210.74,386.848,440.597,91,0.969828,7.38442,0.79599,101.362,94.8461,1.15406,3
3863878140_sort.swc,24308,711.093,6,1606,3218,1613,539.39,737.952,173.877,0.618573,7752.84,15656.1,4226.42,412.355,515.994,122,0.968703,6.55345,0.811587,102.188,95.7246,1.16752,5
3864652151_sort.swc,8203,132.12,4,308,619,312,553.6,616.668,173.217,0.614972,2632.08,5307.92,1630.44,581.83,644.214,82,0.969621,12.2504,0.81977,102.153,90.883,1.07869,4
3878434784_sort.swc,26576,701.235,8,1417,2841,1425,712.77,778.332,173.217,0.558575,8491.73,15642.3,3648.0,641.761,732.456,122,0.966563,8.3541,0.816184,103.571,96.6876,1.15856,5
38827988007_sort.swc,6377,233.658,5,184,371,188,237.92,365.118,107.448,0.470631,2053.18,3427.83,1131.27,313.413,349.134,22,0.957205,16.186,0.82027,100.738,92.0312,1.19075,4
3882844891_sort.swc,23862,149.602,6,3714,7445,3732,617.83,681.34,172.689,0.597619,7244.35,14097.6,3895.08,490.813,598.159,395,0.982309,2.20497,0.840291,100.767,97.2375,1.14258,2
3892788901_sort.swc,12901,475.191,5,541,1086,546,503.36,857.628,171.996,0.590252,4140.11,8022.65,2013.21,599.637,666.044,83,0.967907,10.8785,0.82823,101.56,92.8041,1.0934,4
38934209075_sort.swc,10599,114.869,7,796,1597,802,734.05,461.92,111.969,0.52431,3349.43,5873.37,1605.77,545.147,626.725,151,0.973378,5.63619,0.817692,100.532,94.2034,1.10331,0
39019217773_sort.swc,7121,192.583,6,178,360,183,373.47,480.772,111.573,0.451318,2294.99,3495.08,1017.66,348.857,414.985,44,0.958064,18.7778,0.80886,106.498,96.9997,1.1364,4
39038243202_sort.swc,20215,320.12,6,1643,3294,1652,781.56,679.71,110.187,0.486978,6324.1,9751.68,1716.71,716.024,833.505,275,0.97234,5.13661,0.833366,101.041,95.6746,1.19861,5
3904585871_sort.swc,9427,274.933,7,862,1732,871,338.02,374.24,54.219,0.854715,3047.71,9572.44,6829.1,247.025,374.32,188,0.974961,4.44226,0.829499,101.934,97.0435,1.19007,3
3913185691_sort.swc,4203,165.584,4,647,1299,653,147.9,340.83,55.374,0.656382,1310.43,2897.45,853.152,278.458,336.699,209,0.977108,2.2348,0.834163,101.332,96.5766,1.12213,3
39194094510_sort.swc,4495,153.64,5,163,329,167,383.74,432.704,101.838,0.579937,1454.0,2923.37,1000.0,523.359,585.217,59,0.963184,12.6596,0.825205,103.365,90.2512,1.12221,4
39195787125_sort.swc,9309,218.282,5,548,1100,553,542.33,422.34,112.167,0.439825,2966.45,4314.46,909.298,445.347,499.133,100,0.969122,7.46182,0.781271,102.144,95.102,1.11988,4
39199219168_sort.swc,9098,179.367,6,1205,2417,1213,216.26,260.06,77.913,0.463669,2810.48,4297.55,968.449,195.172,253.91,143,0.97867,2.76376,0.839648,101.347,96.7979,1.16772,3
3922807421_sort.swc,10289,248.917,8,875,1760,886,600.45,327.07,157.113,0.523376,3259.39,5873.26,1747.62,486.605,578.821,236,0.972995,4.84545,0.850679,100.992,96.3879,1.15513,0
3940869251_sort.swc,16295,213.793,4,1187,2380,1194,781.57,621.83,162.492,0.575019,5148.89,9853.49,3974.47,636.383,815.855,295,0.973017,5.84622,0.813069,102.572,97.5339,1.14646,5
3952987403_sort.swc,14132,272.543,5,964,1933,970,589.92,849.154,174.174,0.477227,4470.76,6802.52,1169.74,853.406,987.252,261,0.971749,6.3104,0.818525,101.297,95.159,1.16744,5
39560213660_sort.swc,6533,138.729,6,477,960,484,380.35,342.47,110.022,0.59523,2081.4,4141.53,1105.31,255.627,343.195,95,0.977388,5.80417,0.820633,101.155,95.7095,1.07611,3
39750872497_sort.swc,9956,160.626,6,328,661,334,662.78,616.45,112.596,0.564245,3186.77,6159.43,2045.41,695.03,779.894,80,0.965339,14.0605,0.823662,102.651,94.0714,1.14728,4
39752493395_sort.swc,3775,198.776,4,411,826,416,186.02,215.2,47.091,0.647244,1200.17,2791.35,1179.26,167.761,204.869,73,0.964031,3.56901,0.848799,102.556,97.0724,1.11044,3
39781915837_sort.swc,5079,60.1628,3,868,1738,871,185.7,383.72,73.128,0.558344,1522.93,2804.26,807.954,291.519,336.374,223,0.979584,1.92175,0.820027,102.588,98.9528,1.19309,3
39845561424_sort.swc,12679,240.442,5,1008,2021,1014,543.328,520.034,113.619,0.803037,4011.4,10810.3,5129.84,537.757,685.707,270,0.971532,5.27313,0.848474,103.065,96.6245,1.1583,0
39869010061_sort.swc,10130,230.04,5,1525,3060,1536,476.42,376.93,86.361,0.556721,3094.81,5766.16,1942.95,302.253,386.732,289,0.979064,2.31013,0.82286,100.794,96.9796,1.1275,3
3997155204_sort.swc,46739,307.917,5,5903,11832,5930,842.91,690.17,174.207,0.547116,14337.8,25229.0,7000.76,604.278,839.464,379,0.975213,2.95014,0.830413,101.014,97.2349,1.19665,1
4011041996_sort.swc,14701,223.71,4,570,1142,573,532.67,590.178,173.019,0.581326,4676.8,8995.37,3044.22,479.027,557.704,76,0.968841,11.8722,0.808644,102.587,94.7831,1.15497,4
40231494361_sort.swc,15402,342.558,7,1813,3638,1826,488.0,401.86,111.045,0.500811,4777.84,7787.73,1559.05,279.198,358.947,186,0.980525,3.23337,0.831644,100.352,95.7843,1.14759,3
4024445637_sort.swc,13189,121.74,4,1063,2131,1069,433.5,512.188,171.996,0.491872,4109.85,6542.36,1665.33,343.532,424.714,112,0.9724,5.18864,0.826487,101.127,95.274,1.13739,0
40248009034_sort.swc,5320,192.242,5,721,1447,727,215.65,267.91,68.013,0.502236,1658.99,2887.23,892.233,183.983,231.791,132,0.979311,2.67588,0.804701,101.612,97.7384,1.14699,3
40289226919_sort.swc,8810,69.1918,6,518,1040,523,621.32,423.26,113.619,0.514715,2784.15,4763.26,1352.5,519.117,619.226,137,0.968382,7.47019,0.796329,99.8959,92.4919,1.12115,4
40463664852_sort.swc,10010,29.9551,3,1008,2017,1010,665.56,487.36,107.151,0.521747,3099.5,5124.2,1074.33,708.765,835.759,250,0.976713,3.96232,0.800044,101.673,97.3263,1.10738,0
40478280801_sort.swc,12124,100.802,6,1313,2633,1321,768.29,504.13,112.365,0.549993,3772.93,6747.11,1486.5,596.042,697.383,243,0.974114,3.60425,0.837554,101.525,96.1132,1.13492,0
40596520526_sort.swc,22209,363.742,7,1546,3100,1555,605.12,704.828,117.777,0.478462,6990.11,10993.8,2556.1,550.153,618.276,155,0.973016,6.16387,0.813003,101.417,95.6554,1.16944,2
40609850906_sort.swc,10951,185.988,5,371,745,375,606.53,441.47,110.946,0.457172,3487.74,5413.88,1443.94,528.142,599.141,80,0.967448,13.698,0.815194,101.837,91.6941,1.1466,4
40711225143_sort.swc,8370,208.702,7,614,1234,621,423.55,316.96,111.903,0.547772,2663.76,4855.19,1156.11,341.145,387.205,115,0.96888,5.78201,0.836891,101.933,93.8942,1.14629,4
40726351515_sort.swc,10883,114.144,5,1108,2224,1117,663.3,374.82,109.065,0.600169,3382.74,6519.16,1723.49,493.61,572.765,236,0.977836,3.89299,0.854773,100.408,96.7635,1.09666,0
4079067680_sort.swc,7884,347.631,8,369,744,376,381.66,568.508,115.83,0.530157,2581.0,4381.01,822.141,489.481,561.008,88,0.97199,9.59543,0.798934,98.478,89.7053,1.13083,4
4085111915_sort.swc,16064,205.889,5,1487,2980,1494,723.45,694.69,173.217,0.522743,5017.52,8756.18,2548.69,800.587,959.906,445,0.976615,4.39027,0.8507,100.138,94.7125,1.16705,5
4098150971_sort.swc,12223,47.4011,3,1015,2033,1019,583.17,457.308,173.514,0.557387,3818.8,6752.12,1510.31,430.198,491.317,125,0.971281,5.01181,0.824897,101.702,94.7356,1.12985,0
41164337515_sort.swc,15474,172.284,7,1884,3775,1892,495.65,406.08,101.079,0.572283,4764.68,8964.4,2635.03,369.516,434.301,218,0.980015,3.09881,0.833031,101.642,97.2243,1.14173,3
41178939149_sort.swc,29317,147.715,5,4247,8511,4265,423.87,519.328,118.899,0.58835,9038.49,17084.5,5563.79,321.748,415.059,228,0.980288,2.44448,0.778837,100.469,97.4652,1.21097,1
4127834397_sort.swc,33096,252.3,6,3110,6228,3119,759.43,710.4,173.217,0.545148,10312.6,18374.2,5347.53,601.528,711.416,239,0.976908,4.3139,0.806626,100.402,95.7638,1.16902,1
4141895092_sort.swc,25974,212.359,7,3873,7765,3893,936.86,430.69,116.754,0.662083,7977.36,17178.3,5641.17,537.697,609.342,365,0.979808,2.34488,0.850974,101.358,98.1052,1.19235,1
41716445508_sort.swc,5650,161.857,3,332,666,335,489.83,240.45,107.382,0.519677,1783.76,3064.89,774.762,416.875,476.587,101,0.969443,7.48198,0.847408,105.084,96.7865,1.07577,4
41730229393_sort.swc,8236,127.74,5,344,691,348,513.89,208.7,111.507,0.407437,2629.05,3545.54,704.649,290.806,386.56,57,0.961348,10.9175,0.821835,101.726,91.4722,1.12158,4
42036585820_sort.swc,10414,185.651,4,1133,2270,1138,699.97,301.79,111.606,0.60461,3228.16,6426.09,1698.17,502.629,577.399,253,0.974257,3.58722,0.861546,101.92,96.7877,1.12406,0
42036586117_sort.swc,7501,88.4173,4,810,1624,815,740.77,303.3,113.553,0.608494,2316.99,4483.59,1003.4,607.834,709.169,264,0.973636,3.61823,0.848899,101.712,96.4162,1.08146,0
42050281641_sort.swc,12357,223.617,3,1461,2930,1470,844.96,280.35,114.048,0.5479,3783.37,6735.82,1621.17,608.143,706.39,308,0.975492,3.21706,0.856869,101.388,97.5025,1.14671,0
42065496336_sort.swc,8758,184.706,5,769,1543,775,402.75,324.39,108.471,0.589216,2741.68,5755.28,2651.87,357.956,432.484,155,0.976489,4.67531,0.84268,102.068,96.2221,1.12451,3
42079674669_sort.swc,6738,102.892,3,327,656,330,565.76,382.24,107.448,0.606067,2141.36,4215.52,1040.85,533.63,602.549,65,0.967297,9.26982,0.828421,101.7,95.5031,1.09974,4
42123082862_sort.swc,6661,60.6853,4,469,941,473,436.89,229.35,113.817,0.549849,2105.63,3783.57,978.556,262.259,416.859,129,0.968507,6.07758,0.846235,100.77,95.8662,1.12017,3
4213819830_sort.swc,20208,105.114,6,1132,2269,1138,756.64,804.866,174.306,0.660109,6402.25,13579.8,4060.26,741.158,851.838,142,0.965975,7.90569,0.833738,101.461,94.4648,1.17321,5
42151730102_sort.swc,9186,130.268,5,369,741,373,544.0,341.85,108.042,0.572049,2928.26,5567.97,1505.78,431.137,522.151,59,0.961975,11.3954,0.823835,104.664,95.3544,1.14107,4
42166739889_sort.swc,7362,119.045,3,273,547,275,1061.83,381.57,111.936,0.663458,2342.99,5024.08,1686.32,1011.84,1139.51,105,0.963485,12.457,0.831089,105.005,93.9582,1.038,4
42211331887_sort.swc,5531,101.295,6,289,582,294,628.89,204.99,112.728,0.564514,1797.6,3633.58,1139.91,537.025,624.871,99,0.963434,8.50172,0.837786,101.721,90.7042,1.07002,4
42282481524_sort.swc,9152,163.849,5,345,694,350,729.72,226.97,112.827,0.54218,2929.49,5270.35,1517.75,555.338,639.154,64,0.962085,12.1859,0.837712,101.674,93.188,1.10268,4
42385755042_sort.swc,8228,33.2305,4,1004,2011,1008,580.58,348.44,106.92,0.560526,2518.83,4515.05,915.513,521.01,609.051,293,0.973972,3.091,0.847264,102.985,97.4503,1.1274,0
42461402125_sort.swc,10963,256.341,5,1281,2568,1288,373.05,481.984,111.903,0.512521,3405.4,5771.98,1277.05,258.957,308.66,131,0.978788,3.26869,0.789042,100.658,96.4995,1.09705,3
42473024901_sort.swc,8986,106.456,5,499,1001,503,416.16,508.7,107.382,0.630461,2864.19,6005.48,2322.51,510.27,678.81,126,0.967909,7.97602,0.824007,101.118,93.5598,1.11847,4
42504445878_sort.swc,15645,314.535,5,1179,2362,1184,596.0,644.128,115.632,0.526018,4926.95,8574.92,2159.67,587.358,674.059,156,0.972707,5.6232,0.803518,102.561,97.1518,1.09856,0
4258892814_sort.swc,13767,95.2137,4,1395,2797,1403,677.28,661.538,174.141,0.567256,4295.31,7912.03,2216.25,797.354,937.725,378,0.978975,3.9217,0.818428,101.794,97.3323,1.15307,0
4260148919_sort.swc,37544,148.697,3,4109,8229,4121,1017.63,762.852,174.207,0.576605,11581.6,21294.9,5837.84,671.745,807.934,285,0.976737,3.56228,0.827056,100.443,96.0013,1.22271,1
4302199616_sort.swc,9239,225.562,7,840,1690,851,569.89,449.0,171.336,0.574888,2917.82,5563.51,1454.31,453.002,508.733,197,0.976211,4.46627,0.806753,102.767,96.5641,1.1072,0
4315764606_sort.swc,13384,135.103,4,569,1141,573,516.9,601.346,173.085,0.546023,4253.07,7682.25,2391.98,488.264,541.348,112,0.967953,10.7292,0.8254,102.822,93.8948,1.12459,4
4330073983_sort.swc,23731,283.985,6,1190,2387,1198,515.93,531.96,172.557,0.653956,7574.54,16480.1,6058.53,346.741,444.338,78,0.968021,8.94135,0.81283,101.598,94.3512,1.17304,5
4377350679_sort.swc,16909,300.555,5,1547,3101,1555,958.3,629.858,173.085,0.449505,5256.12,7599.6,1333.9,589.367,750.617,304,0.975164,4.45243,0.833946,101.059,96.6903,1.13086,0
4405429099_sort.swc,10863,192.433,6,1110,2227,1118,678.84,570.85,174.108,0.527683,3409.42,5927.03,1663.39,651.043,794.813,322,0.974798,3.87741,0.829275,100.627,96.2625,1.15542,0
4418729898_sort.swc,10410,239.824,5,481,965,485,598.08,530.88,174.306,0.550639,3330.9,6311.08,2173.25,643.757,739.121,129,0.969549,9.78653,0.819096,100.527,93.4463,1.17082,0
4419562280_sort.swc,13476,396.547,8,1000,2008,1009,691.81,578.27,174.207,0.658038,4343.8,9726.98,3278.89,622.553,701.585,155,0.96995,5.71066,0.824984,102.8,95.9328,1.16741,5
4447640900_sort.swc,27453,47.2797,3,1336,2676,1341,772.03,653.564,174.042,0.595947,8703.32,16797.6,5519.62,661.704,730.553,115,0.966844,9.25859,0.808043,101.106,93.9758,1.18307,5
4450574621_sort.swc,10631,271.341,6,1359,2734,1376,555.14,302.49,59.268,0.533483,3310.21,5800.21,1570.71,359.487,436.696,325,0.979733,2.88808,0.810844,101.53,98.3941,1.23192,3
4476579411_sort.swc,12723,178.118,7,976,1962,987,587.71,423.45,173.283,0.546227,4029.96,7192.37,1897.23,520.046,588.475,148,0.974085,5.4842,0.803732,100.847,95.5667,1.13537,0
4491793354_sort.swc,11508,81.7192,4,1101,2205,1105,461.76,428.03,173.58,0.522313,3577.23,6125.59,1723.94,307.128,411.332,170,0.97513,4.21859,0.831342,100.535,95.4114,1.1251,0
4492524209_sort.swc,8430,211.961,5,739,1485,747,288.8,373.25,174.075,0.594542,2654.97,5269.98,1696.48,274.562,342.26,101,0.977843,4.67609,0.801003,102.061,97.3004,1.07413,0
4503795514_sort.swc,24982,465.835,8,1417,2845,1429,709.41,603.296,173.184,0.636906,7987.07,17090.4,6485.67,516.787,657.763,159,0.967326,7.78067,0.824123,101.982,94.2513,1.19678,5
4507928725_sort.swc,12651,273.172,3,1046,2094,1049,552.57,514.92,156.156,0.627723,3973.46,8126.91,2336.5,413.168,556.479,233,0.972777,5.04107,0.820018,100.311,95.3954,1.19689,0
4547774204_sort.swc,15089,299.489,5,730,1465,736,616.8,578.72,172.59,0.554998,4800.44,9111.44,3381.86,537.872,629.293,99,0.967195,9.29898,0.811357,103.757,95.5387,1.1456,0
4549599837_sort.swc,7944,168.896,9,632,1271,640,429.21,289.82,173.514,0.589093,2536.17,5153.28,1693.07,380.045,472.723,167,0.971712,5.24941,0.853742,100.778,95.7554,1.15659,0
4579035351_sort.swc,8133,181.933,5,457,917,461,559.17,348.32,174.372,0.562319,2593.5,5065.74,2505.62,537.432,619.644,114,0.970117,7.86805,0.798239,103.486,96.0914,1.11551,0
4610953322_sort.swc,6926,159.531,4,852,1708,857,493.31,248.32,62.931,0.567185,2141.98,4025.44,1139.87,375.154,450.114,241,0.980881,3.05445,0.80594,101.656,97.0268,1.17246,3
4679270244_sort.swc,7474,62.3009,5,319,642,324,494.79,550.108,172.722,0.626563,2384.14,4825.96,1296.33,588.741,662.884,81,0.962509,10.6402,0.833815,103.629,94.0625,1.09156,4
4681693850_sort.swc,13247,266.111,7,835,1676,842,649.22,514.59,141.834,0.603268,4264.04,8325.79,2298.9,556.462,696.548,143,0.968369,6.90334,0.817555,101.976,94.5681,1.14644,0
4698924354_sort.swc,11717,83.5567,5,2038,4099,2062,331.71,427.2,58.41,0.646936,3527.11,7478.73,2808.47,232.52,360.503,240,0.980275,1.85826,0.842176,100.211,96.9999,1.18175,3
4707947344_sort.swc,34270,516.014,5,3435,6878,3444,652.16,746.12,173.91,0.724284,10776.8,25494.1,9849.37,467.233,664.051,198,0.974333,3.98241,0.830976,102.08,96.8102,1.17172,1
4710429505_sort.swc,17046,168.288,7,715,1435,721,670.95,541.48,174.207,0.547276,5460.7,9980.44,2927.94,508.776,599.588,102,0.968293,10.878,0.797082,102.159,93.0274,1.14272,0
4712312247_sort.swc,17351,269.454,3,2010,4025,2016,684.03,366.5,171.204,0.445798,5339.42,7483.22,1273.98,413.64,543.554,333,0.979811,3.31056,0.823694,100.233,96.5391,1.16031,2
4735016796_sort.swc,25728,365.908,7,1326,2660,1335,658.63,660.478,174.273,0.606474,8195.12,16628.1,5107.52,526.36,611.856,94,0.968008,8.6718,0.808322,102.873,95.2388,1.15055,5
4768526659_sort.swc,4261,138.552,4,320,642,323,274.49,398.24,83.919,0.68141,1354.95,3276.67,1531.3,264.688,318.201,85,0.973474,5.63551,0.833375,99.7137,94.4566,1.07946,3
4768833672_sort.swc,20801,293.757,5,2069,4143,2075,555.84,750.784,171.864,0.570556,6477.13,12069.0,3676.14,549.373,642.132,228,0.975564,4.02052,0.827713,101.9,96.9535,1.13961,2
4769650470_sort.swc,15556,109.345,4,2627,5269,2643,359.94,361.568,170.643,0.525904,4697.9,7801.7,1757.63,289.851,393.237,238,0.980276,1.95217,0.810089,100.574,96.9575,1.13429,2
4795962497_sort.swc,26149,612.444,8,2217,4448,2232,587.36,495.93,173.613,0.645577,8279.91,17661.7,5648.95,453.739,652.109,246,0.971767,4.8786,0.83333,101.234,95.6293,1.17835,5
4798926195_sort.swc,29381,348.79,8,3779,7585,3807,816.73,980.798,119.328,0.599928,9073.43,17665.0,4995.34,632.417,735.974,388,0.980742,2.87343,0.827964,100.442,97.1966,1.20091,1
4800969657_sort.swc,5284,153.24,5,579,1161,583,246.17,269.0,65.835,0.563435,1667.88,3178.02,1072.03,224.302,259.615,139,0.976093,3.55039,0.838897,99.8653,95.5525,1.14968,3
4826112585_sort.swc,7974,239.389,4,508,1019,512,527.42,401.79,86.955,0.592146,2543.33,4907.88,1528.17,509.281,575.125,120,0.969314,6.82434,0.830509,100.581,93.5676,1.12316,4
4884386149_sort.swc,14472,98.5992,7,1240,2488,1249,614.05,587.68,172.92,0.479071,4535.35,7183.0,1458.02,529.198,619.729,209,0.97401,4.81632,0.821087,101.306,95.873,1.14616,0
48938625604_sort.swc,10245,331.841,5,2056,4128,2073,276.51,397.09,55.77,0.639892,3097.2,6453.52,1869.19,247.949,300.801,269,0.980464,1.48159,0.833237,99.556,97.5561,1.2171,3
4915996110_sort.swc,32553,414.214,7,3951,7917,3967,673.06,535.84,173.316,0.569051,10018.5,18802.4,5312.12,535.744,628.448,319,0.976567,3.11166,0.835297,100.519,96.1426,1.17162,1
4943636247_sort.swc,22328,27.7244,7,2087,4183,2097,727.72,591.91,174.075,0.503015,6939.87,11023.0,2405.23,656.423,748.4,221,0.972435,4.33756,0.81718,101.542,96.0935,1.20661,5
4946862898_sort.swc,7931,50.1093,3,1037,2078,1042,440.51,420.77,60.126,0.62824,2422.79,4887.99,1257.17,332.305,408.194,168,0.978013,2.81617,0.848299,102.8,98.356,1.10989,3
4975175085_sort.swc,19182,122.788,3,2726,5461,2736,534.72,753.216,145.035,0.584584,5858.51,10868.1,3163.05,541.172,623.678,362,0.978531,2.51236,0.817662,100.583,96.6895,1.16336,2
5003062135_sort.swc,11146,150.54,5,891,1785,895,441.28,571.454,118.899,0.56745,3499.75,6561.3,1812.8,380.26,430.922,120,0.971469,5.2437,0.830124,100.759,94.8281,1.14154,0
5020000656_sort.swc,5021,147.393,5,775,1553,779,331.78,266.31,58.311,0.473977,1543.02,2520.41,587.866,218.229,321.058,260,0.977216,2.23245,0.803917,102.598,99.2012,1.16865,3
5032206887_sort.swc,15438,136.357,4,1919,3849,1931,491.42,375.81,173.316,0.652681,4752.12,10193.3,3919.09,359.038,483.405,218,0.974775,3.01065,0.848212,100.229,95.4996,1.23505,2
5044514519_sort.swc,12612,315.948,8,539,1084,546,625.19,592.0,174.141,0.461413,4044.3,6139.36,1210.01,593.282,681.989,75,0.962207,10.6338,0.813742,102.139,93.6118,1.18439,4
5048397975_sort.swc,8984,245.534,4,777,1558,782,471.55,462.272,114.972,0.559339,2817.81,5164.9,1182.41,431.209,484.904,132,0.970471,4.76573,0.820801,99.9291,94.2915,1.10668,0
5061656575_sort.swc,15612,137.827,4,2371,4750,2380,373.98,562.336,173.712,0.568728,4772.7,8745.07,2201.43,345.885,426.056,234,0.978437,2.28653,0.818528,100.976,97.2141,1.15903,2
5073439349_sort.swc,14651,95.2316,10,648,1304,657,1055.3,701.66,173.811,0.585348,4720.16,9128.42,2421.51,985.154,1120.96,126,0.963732,10.2347,0.834395,101.615,95.4415,1.10301,5
5073600441_sort.swc,13209,184.329,5,990,1987,998,597.03,509.69,173.613,0.52648,4154.56,7316.48,2002.93,600.111,694.499,190,0.972449,5.64721,0.849944,100.881,94.5475,1.11561,0
5077542033_sort.swc,10596,132.858,5,1504,3012,1509,334.63,382.46,139.458,0.550403,3238.94,5773.17,1300.82,298.427,338.188,226,0.981616,2.5176,0.836112,100.785,96.7276,1.13032,3
5086141554_sort.swc,7507,329.654,8,256,518,263,825.6,741.38,174.141,0.889761,2465.95,7402.76,2888.34,933.373,1078.08,142,0.964688,13.4903,0.908932,108.57,100.66,1.1155,5
5142283505_sort.swc,26674,244.73,4,4078,8166,4089,550.91,568.542,174.141,0.514772,8061.59,13167.7,2777.0,428.768,520.188,395,0.981736,2.26635,0.833572,101.263,98.3105,1.20751,1
5148619731_sort.swc,9856,146.076,5,936,1876,941,560.39,308.26,88.242,0.614259,3102.66,6417.51,2689.47,372.435,444.296,228,0.976622,4.2532,0.817421,100.974,94.8462,1.16827,3
5174346190_sort.swc,23500,244.637,6,1482,2970,1489,1114.63,777.67,174.108,0.691135,7492.55,17270.1,7035.51,977.922,1116.6,251,0.968967,6.91212,0.828714,102.127,95.6628,1.20302,5
5175280772_sort.swc,5793,161.735,5,229,461,233,595.97,499.36,93.786,0.728566,1874.72,4544.21,1517.11,604.23,698.613,89,0.966953,11.564,0.829088,106.292,99.3806,1.11236,4
5178478472_sort.swc,39753,410.39,8,4997,10021,5025,1131.17,703.36,172.821,0.609729,12268.6,24961.8,8772.41,693.761,835.528,424,0.976708,2.96687,0.835995,100.326,96.1847,1.21629,1
5192028041_sort.swc,12083,139.903,5,1508,3025,1518,532.44,546.17,173.613,0.586612,3745.88,7245.31,1896.48,449.724,518.195,304,0.974574,2.99405,0.85578,100.133,96.1826,1.15706,0
5204964503_sort.swc,9501,84.443,3,764,1529,766,484.45,316.86,174.207,0.612027,2977.32,5888.15,1707.58,328.95,426.679,129,0.97385,5.21321,0.848462,100.224,95.3394,1.14029,0
5262435039_sort.swc,26025,505.393,6,1506,3017,1512,951.43,680.58,174.042,0.663999,8299.23,18196.2,5954.4,713.324,811.925,179,0.969228,7.62579,0.833265,100.464,93.6885,1.18999,5
5263165228_sort.swc,10622,81.0451,8,491,988,498,348.26,519.97,174.207,0.450703,3395.8,5076.56,1150.3,335.331,442.249,99,0.968907,9.75,0.822604,101.963,94.5239,1.16215,4
5293665570_sort.swc,26478,378.85,5,3400,6808,3409,661.34,469.6,171.93,0.492181,8097.18,12788.7,2706.93,438.924,532.878,326,0.978167,2.8891,0.831815,100.545,96.9646,1.16126,2
5306719641_sort.swc,32277,456.869,6,1780,3570,1791,1288.22,865.724,174.372,0.638704,10295.6,21493.7,6851.42,929.339,1043.07,265,0.969267,8.0409,0.818017,102.261,96.2317,1.17295,5
5321189235_sort.swc,15870,106.951,5,1397,2799,1403,833.41,495.26,171.435,0.552988,4937.02,8900.51,2343.4,651.714,773.286,286,0.971312,4.66952,0.825996,101.267,95.927,1.14229,0
532996832_sort.swc,7048,293.112,4,1065,2140,1076,385.41,275.776,54.714,0.690561,2178.33,4956.66,1456.07,358.459,435.546,284,0.979812,2.29299,0.842912,101.1,97.3609,1.22227,3
5349734483_sort.swc,4413,64.5201,3,219,439,221,283.64,274.72,173.349,0.598243,1407.36,2797.99,938.927,273.217,332.255,56,0.967015,9.05011,0.811167,100.736,92.3015,1.08852,4
5350187564_sort.swc,15047,166.48,7,1420,2848,1429,600.99,492.86,172.128,0.542921,4706.54,8100.22,1606.27,469.643,551.457,213,0.974816,4.28301,0.844036,102.347,97.2873,1.11932,0
5350843079_sort.swc,37265,262.375,3,2681,5365,2685,884.29,777.48,174.141,0.650914,11728.1,24565.5,8428.3,592.935,730.006,205,0.970028,5.94576,0.834701,101.793,95.8726,1.1531,1
5351326404_sort.swc,19523,228.163,4,1699,3402,1704,814.15,528.8,172.953,0.446543,6067.39,8675.16,1662.29,711.287,817.378,325,0.972879,4.73839,0.825707,101.681,95.9282,1.15415,5
