Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,Cell type,Cell body layer,predict_layer,level,Cluster
7210003159_sort.swc,6422,216.222,3,363,728,366,492.13,114.72,58.344,0.760745,2017.67,5363.59,2978.3,486.491,586.986,231,0.918777,7.82005,0.877953,102.287,95.5708,1.27497,pyramidal neuron,white_matter,white_matter,2level,32
72223627501_sort.swc,4893,227.377,3,223,447,225,184.7,338.144,51.216,0.790805,1557.94,4192.24,2281.87,228.364,288.792,59,0.927464,9.94407,0.839727,100.478,93.7232,1.10548,pyramidal neuron,layer_3,layer_3,2level,32
72519532691_sort.swc,1376,29.2626,5,77,158,82,34.1799,72.064,46.893,0.628483,437.737,935.047,387.055,48.2021,77.7326,20,0.930212,7.70253,0.928659,107.998,98.5357,1.15256,interneuron,layer_2,layer_2,2level,32
7253178736_sort.swc,1333,338.806,10,53,114,62,52.25,66.3999,48.807,0.469182,521.741,1085.7,555.034,43.4389,61.284,14,0.921343,10.6842,0.895851,103.405,94.9839,1.12581,interneuron,white_matter,white_matter,2level,32
72776012952_sort.swc,1275,273.244,7,36,77,42,36.9301,70.816,39.963,0.378557,462.771,595.878,90.2234,39.614,54.171,7,0.934592,15.5455,0.781806,111.247,98.4049,1.05773,interneuron,layer_3,layer_3,2level,32
7282177731_sort.swc,1174,99.8825,3,16,33,18,85.92,89.47,125.301,0.614225,389.755,882.972,470.16,81.2944,112.245,7,0.897352,34.5455,0.854532,112.617,93.3155,1.04557,interneuron,white_matter,white_matter,2level,32
73154572654_sort.swc,3380,96.2139,4,384,770,387,48.5699,141.728,50.16,0.371755,1005.48,1437.9,611.621,89.615,108.754,40,0.942478,3.38831,0.848613,106.383,101.849,1.35088,interneuron,layer_4,layer_4,2level,32
73172838713_sort.swc,1515,127.901,3,33,67,35,135.1,115.968,52.899,0.626624,494.953,1135.51,514.761,150.948,173.092,17,0.938757,21.597,0.864145,109.945,96.8469,1.05298,interneuron,layer_3,layer_3,2level,32
73226775407_sort.swc,2265,518.657,5,95,193,99,160.06,275.904,48.246,0.582514,768.753,1610.5,456.109,172.112,233.909,32,0.922287,10.7306,0.835428,102.187,97.0886,1.07645,pyramidal neuron,layer_4,layer_4,2level,32
73517261499_sort.swc,1072,200.303,6,63,130,68,37.24,60.576,34.155,1.60377,401.058,2303.36,1552.74,38.1983,83.4308,19,0.906785,7.23846,0.909659,107.797,96.9183,1.24887,pyramidal neuron,layer_4,layer_4,2level,32
73517597355_sort.swc,3573,173.655,5,127,257,131,141.66,238.558,54.813,1.04969,1174.13,4649.58,3988.42,157.861,256.26,44,0.922832,12.8988,0.872926,105.527,93.7532,1.0813,pyramidal neuron,layer_5,layer_5,2level,32
7372790093_sort.swc,21146,147.089,5,1488,2984,1497,618.94,242.3,173.613,0.577318,6488.52,12308.6,4442.74,516.781,617.013,422,0.925989,6.08613,0.860739,102.799,95.9034,1.40772,pyramidal neuron,white_matter,white_matter,2level,29
74142213737_sort.swc,8894,99.8237,4,631,1268,638,283.776,331.94,47.256,0.782825,2739.11,7187.2,3924.08,206.684,356.246,85,0.924526,6.01341,0.913246,103.527,96.4119,1.22735,pyramidal neuron,layer_6,layer_6,2level,32
74201157856_sort.swc,1565,130.129,6,44,92,49,141.86,121.99,48.774,0.687661,535.272,1366.57,849.512,120.542,133.241,10,0.93458,16.0,0.81596,105.673,93.2973,1.07974,interneuron,layer_5,layer_5,2level,32
74688525544_sort.swc,2725,46.9104,3,62,125,64,249.22,249.186,33.264,0.44975,868.061,1339.41,412.27,268.37,300.157,15,0.917504,20.792,0.881327,102.488,83.5934,1.09737,interneuron,layer_2,layer_2,2level,32
751294744_sort.swc,12190,271.494,6,997,1998,1002,378.27,220.96,57.882,0.45912,3699.93,6022.82,2319.6,193.09,263.479,180,0.931451,5.1006,0.820851,102.269,95.3448,1.29584,pyramidal neuron,layer_2,layer_2,2level,32
7603806611_sort.swc,3522,225.306,5,151,305,155,232.48,157.41,58.212,0.883629,1142.45,3682.31,2581.93,177.655,262.907,71,0.919775,10.5443,0.848646,99.3257,92.263,1.18589,pyramidal neuron,white_matter,white_matter,2level,32
764742643_sort.swc,12563,352.734,7,887,1781,895,272.99,291.648,57.981,0.426623,3873.7,5660.4,1418.79,244.098,287.629,183,0.926969,6.05334,0.825891,100.152,94.6118,1.32294,pyramidal neuron,layer_2,layer_2,2level,32
765209242_sort.swc,26069,88.6374,4,2008,4027,2020,433.28,469.92,60.06,0.533837,7934.06,13651.9,4250.78,336.631,400.372,250,0.928138,5.47331,0.853781,100.593,95.4759,1.42786,pyramidal neuron,layer_2,layer_2,2level,29
78088310700_sort.swc,1845,83.0726,1,62,125,63,113.89,108.0,48.312,0.774551,588.327,1549.02,850.943,85.8483,125.105,16,0.904358,13.752,0.876037,107.231,95.9302,1.1277,interneuron,white_matter,white_matter,2level,32
780980674_sort.swc,1451,94.2744,8,52,110,59,46.6001,143.424,53.196,0.474836,497.004,975.877,524.74,140.177,160.339,12,0.916103,12.1818,0.800052,106.048,94.0876,1.18001,interneuron,layer_1,layer_1,2level,32
78140946063_sort.swc,629,57.9023,5,21,45,25,71.97,27.8401,14.289,1.30377,218.631,1000.24,614.606,48.3025,61.611,9,0.878696,12.9556,0.863491,110.595,99.7875,1.28123,interneuron,layer_2,layer_2,2level,24
78153663057_sort.swc,1196,83.2582,5,16,35,20,151.74,121.41,35.343,0.630335,411.92,1078.4,526.292,121.919,136.327,10,0.912034,33.1429,0.870138,101.204,96.1737,1.10084,interneuron,layer_3,layer_3,2level,32
781768171_sort.swc,35681,97.476,4,2776,5569,2794,596.23,531.328,57.915,0.484969,10864.7,16889.4,4656.51,442.862,712.384,290,0.929515,5.4069,0.837521,101.037,95.552,1.41412,pyramidal neuron,layer_2,layer_2,2level,29
80480976981_sort.swc,1832,24.9914,5,49,101,53,89.95,175.072,31.284,0.594967,588.988,1184.53,368.875,100.663,135.795,15,0.912767,17.1287,0.879039,107.737,90.6925,1.17764,interneuron,layer_2,layer_2,2level,32
809422398_sort.swc,7083,61.7581,3,627,1258,632,185.67,96.672,138.798,0.517432,2142.15,3661.59,948.106,140.022,184.311,151,0.926277,4.62957,0.868077,102.496,95.6342,1.3855,pyramidal neuron,layer_2,layer_2,2level,29
83482109303_sort.swc,723,26.9415,4,47,96,50,26.4001,29.92,29.139,0.8565,235.764,674.205,272.147,31.9207,86.7808,24,0.903963,6.52083,0.891781,107.958,108.322,1.21964,interneuron,layer_2,layer_1,2level,32
83784627594_sort.swc,1350,16.4745,3,176,353,178,30.49,38.2101,30.327,0.353736,393.674,491.16,115.655,33.2604,45.1236,31,0.937991,2.82153,0.814009,102.954,98.6753,1.4152,interneuron,layer_3,layer_3,2level,32
852261673_sort.swc,20060,213.825,3,1591,3187,1597,278.15,422.624,54.714,0.432632,6083.18,8596.6,2233.07,239.891,290.48,181,0.926089,5.29401,0.809192,100.141,96.0013,1.35599,pyramidal neuron,layer_2,layer_2,2level,29
867883939_sort.swc,3805,101.88,4,222,446,225,130.04,163.392,52.173,0.473251,1199.77,2057.21,1009.76,125.923,201.456,79,0.93246,7.52915,0.786709,101.132,93.6923,1.18439,pyramidal neuron,layer_2,layer_2,2level,32
86961192500_sort.swc,334,76.226,3,11,23,13,63.78,33.6599,14.454,0.672097,119.091,385.241,267.784,53.226,60.9518,8,0.918104,13.4783,0.793535,110.87,88.6583,0.984778,interneuron,layer_3,layer_3,2level,32
882090316_sort.swc,2983,134.766,3,134,269,136,94.8201,188.416,51.975,0.41449,937.057,1337.24,264.103,123.272,144.957,33,0.91794,10.0855,0.901983,101.223,90.7629,1.08964,interneuron,layer_2,layer_2,2level,32
896035082_sort.swc,10873,71.0859,8,924,1854,931,170.95,310.208,54.714,0.575165,3334.94,6270.17,1975.83,282.2,326.318,239,0.928476,4.86408,0.872423,104.923,97.4744,1.40179,pyramidal neuron,layer_2,layer_2,2level,32
90129492167_sort.swc,843,28.0381,4,37,76,40,33.9199,61.792,20.691,1.14256,280.05,1057.31,519.374,44.5016,74.087,13,0.907374,10.0789,0.88674,118.632,107.409,1.25679,interneuron,layer_3,layer_3,2level,32
91080616226_sort.swc,1321,225.921,8,46,98,53,33.8201,98.336,13.695,0.507315,504.587,1133.69,646.861,55.1212,70.6035,13,0.936929,12.4694,0.847965,98.5426,86.9309,1.16679,interneuron,layer_2,layer_2,2level,32
968426213_sort.swc,36290,207.324,2,1381,2762,1382,1002.98,906.012,174.339,0.559109,11373.8,20875.3,7085.79,1006.0,1140.85,164,0.923997,12.1387,0.822569,102.411,92.9103,1.21755,pyramidal neuron,layer_2,layer_5,2level,10
983611423_sort.swc,27912,253.462,4,2105,4220,2116,648.96,679.074,141.603,0.557257,8535.82,16013.6,7970.59,678.912,773.168,290,0.928523,5.61398,0.831785,100.74,95.3213,1.33445,pyramidal neuron,layer_3,layer_3,2level,7
1058252732_sort.swc,5176,33.1365,5,467,939,473,199.27,159.3,54.054,0.390029,1554.86,2022.63,392.109,198.247,227.709,51,0.932413,4.51118,0.845593,104.345,99.5259,1.37535,interneuron,layer_1,layer_4,2level,32
11058097406_sort.swc,59172,217.331,5,4644,9307,4664,580.03,598.432,122.892,0.410358,17947.4,23757.2,5403.99,453.373,569.35,281,0.930413,5.35769,0.802772,100.223,94.9397,1.34946,pyramidal neuron,layer_2,layer_2,2level,7
1128920987_sort.swc,3049,50.1886,3,219,439,221,102.56,141.632,54.384,0.82445,949.958,2621.76,1217.68,114.395,133.311,67,0.92544,5.94305,0.879942,105.393,97.2136,1.23702,pyramidal neuron,layer_2,layer_2,2level,32
11668594425_sort.swc,53283,137.298,4,3820,7655,3836,645.15,731.68,145.365,0.457616,16207.2,23864.7,6077.92,518.898,621.127,369,0.93255,5.96042,0.833508,99.6688,94.965,1.29944,pyramidal neuron,layer_3,layer_3,2level,7
1202333991_sort.swc,2880,25.8939,5,208,419,212,78.02,94.688,54.681,0.686127,888.253,2010.03,609.958,82.5204,103.625,43,0.92637,5.87112,0.863508,101.632,95.5002,1.25615,pyramidal neuron,layer_2,layer_2,2level,32
1216292563_sort.swc,74562,117.043,3,6162,12362,6201,590.4,573.28,174.438,0.439768,22520.6,31377.0,8144.04,381.567,464.926,337,0.932887,5.03147,0.826428,99.6521,93.609,1.38368,pyramidal neuron,layer_2,layer_2,2level,6
1216628765_sort.swc,43502,7.42803,4,3645,7314,3670,357.28,447.2,174.471,0.461809,13061.3,19009.8,3961.71,281.593,442.232,304,0.931086,4.94763,0.854764,100.569,94.6807,1.38411,pyramidal neuron,layer_2,layer_2,2level,7
12380028244_sort.swc,2916,43.7509,2,48,96,49,139.36,189.92,120.714,0.602394,931.052,1845.36,635.535,125.806,171.544,17,0.911348,29.3646,0.923154,106.637,95.8313,1.08432,interneuron,layer_4,layer_4,2level,32
1246809131_sort.swc,42843,395.462,4,3244,6503,3260,539.23,445.952,174.405,0.468518,13013.6,19957.3,6202.04,414.214,524.416,347,0.933757,5.58804,0.862731,100.863,95.8654,1.39582,pyramidal neuron,layer_2,layer_2,2level,7
1277339675_sort.swc,2306,96.5856,4,77,156,80,102.27,109.12,51.018,0.495829,743.665,1384.36,627.775,83.1782,151.512,24,0.926938,13.7756,0.856344,106.165,92.9065,1.13608,interneuron,layer_1,layer_1,2level,32
1288378363_sort.swc,4311,118.54,3,73,147,75,137.96,151.616,50.886,0.419123,1381.85,2035.68,678.552,109.444,298.844,20,0.940917,28.3197,0.935916,110.612,100.283,1.1165,interneuron,layer_3,layer_2,2level,32
1318778426_sort.swc,21237,65.7423,5,1607,3222,1616,342.24,327.904,174.24,0.476931,6442.76,9857.04,2515.12,235.005,308.684,185,0.927457,5.59094,0.833373,100.541,96.5395,1.33222,pyramidal neuron,layer_2,layer_2,2level,29
1332590601_sort.swc,36416,464.442,5,2593,5197,2605,437.56,517.92,115.038,0.451928,11062.5,16325.5,3501.58,305.005,356.75,139,0.936797,6.00693,0.8243,100.772,95.4524,1.28974,pyramidal neuron,layer_2,layer_2,2level,29
1334708119_sort.swc,61047,575.155,5,5237,10504,5268,558.05,653.44,174.405,0.382971,18308.1,22366.9,3994.76,430.842,539.077,453,0.934647,4.81169,0.833463,100.657,95.1252,1.40565,pyramidal neuron,layer_2,layer_2,2level,6
1349117862_sort.swc,24155,89.9821,4,2023,4059,2037,364.38,286.912,84.744,0.406139,7257.41,9502.14,2232.28,232.958,304.973,276,0.93027,4.95073,0.837751,100.936,95.5876,1.37627,pyramidal neuron,layer_2,layer_2,2level,29
1423554082_sort.swc,1958,100.546,6,65,134,70,74.24,114.816,48.411,0.358606,651.535,846.815,330.363,98.1837,122.836,20,0.93844,13.6045,0.868613,105.931,102.014,1.16275,interneuron,layer_1,layer_1,2level,32
1463649009_sort.swc,51667,134.893,5,3957,7927,3971,381.03,521.952,122.034,0.455644,15628.1,23100.4,5658.77,304.907,583.338,238,0.933668,5.51772,0.832255,100.948,95.1839,1.3575,pyramidal neuron,layer_2,layer_2,2level,7
1493229770_sort.swc,39687,225.327,3,2788,5583,2796,529.92,524.48,171.93,0.499419,12119.8,19852.8,7282.98,387.492,445.505,200,0.930905,6.10836,0.831203,100.555,95.2698,1.30637,pyramidal neuron,layer_2,layer_2,2level,7
15027306645_sort.swc,25520,236.462,4,1540,3085,1546,570.63,513.56,149.226,0.576989,7880.76,14873.1,4813.15,412.948,596.586,297,0.925518,7.27196,0.857679,101.526,93.753,1.22555,pyramidal neuron,white_matter,white_matter,2level,29
15144698467_sort.swc,11016,175.638,4,405,813,409,449.63,210.53,152.196,0.608194,3473.69,6991.95,1939.3,384.89,525.562,83,0.919091,12.5486,0.896714,104.022,93.5546,1.14698,interneuron,layer_5,layer_5,2level,29
1522022884_sort.swc,47311,505.988,7,3729,7477,3749,604.54,646.882,174.405,0.475021,14415.2,22329.7,6113.39,447.656,519.19,299,0.932218,5.3274,0.833038,99.6535,93.82,1.33177,pyramidal neuron,layer_2,layer_2,2level,7
1566396939_sort.swc,15630,8.56585,3,1473,2958,1486,171.77,247.744,108.933,0.472012,4662.47,6956.62,1472.13,253.975,320.761,239,0.92759,4.28364,0.854513,102.673,96.0593,1.38097,pyramidal neuron,layer_2,layer_2,2level,29
1610607772_sort.swc,17894,13.6528,4,1377,2762,1386,247.96,302.848,138.831,0.507688,5419.43,8753.53,2244.84,272.643,326.972,205,0.931197,5.47828,0.849686,100.477,94.6168,1.37451,pyramidal neuron,layer_2,layer_2,2level,29
1611995810_sort.swc,13321,146.082,4,976,1960,985,218.82,374.496,60.027,0.361133,4052.79,4893.75,1090.21,308.085,379.374,240,0.925078,5.79592,0.828373,101.578,96.6586,1.40031,excitatory/spiny neuron with atypical tree,layer_2,layer_2,2level,32
1652293659_sort.swc,22392,330.312,7,1673,3358,1686,463.07,445.408,58.047,0.414841,6821.63,9890.83,3100.93,304.264,390.937,237,0.925105,5.66796,0.804045,100.949,96.508,1.38091,pyramidal neuron,layer_3,layer_3,2level,29
1667171465_sort.swc,59976,160.953,3,4451,8923,4473,670.27,733.532,173.976,0.483366,18257.0,28303.8,8871.4,488.437,603.705,302,0.929937,5.72139,0.833977,100.317,93.952,1.33527,pyramidal neuron,layer_3,layer_3,2level,7
1698680449_sort.swc,2559,128.32,3,56,113,58,166.94,181.056,54.45,0.419787,828.194,1283.2,597.011,132.95,169.863,15,0.938219,21.6372,0.886554,105.03,90.077,1.08798,interneuron,layer_2,layer_2,2level,32
1713720945_sort.swc,7088,228.041,11,336,685,350,157.53,237.856,52.206,0.413172,2296.1,3122.44,547.175,187.023,232.633,111,0.935989,9.34599,0.860735,100.391,93.6576,1.36331,interneuron,layer_2,layer_2,2level,35
1786754120_sort.swc,44269,3.73351,6,4043,8111,4069,508.44,508.862,162.657,0.391213,13163.1,16147.4,3027.33,299.045,487.178,459,0.93202,4.45777,0.843711,101.133,94.9851,1.40075,pyramidal neuron,layer_2,layer_2,2level,7
1787105373_sort.swc,5718,132.722,8,86,178,93,103.04,200.512,52.107,0.367703,1887.92,2455.99,713.269,125.118,190.012,21,0.940111,31.118,0.876313,109.767,98.2829,1.24866,interneuron,layer_1,layer_1,2level,32
1797894841_sort.swc,48013,128.417,5,3766,7551,3786,577.89,620.864,174.504,0.482975,14593.5,22563.7,5853.17,433.16,547.019,281,0.932439,5.35836,0.81967,100.565,95.6988,1.34825,pyramidal neuron,layer_3,layer_2,2level,7
18134617294_sort.swc,770,16.407,3,33,67,35,48.0701,51.456,18.249,0.739235,254.088,664.25,423.791,35.6269,56.0143,10,0.938032,10.4776,0.888785,108.535,107.27,1.06319,interneuron,layer_1,layer_1,2level,32
1840660700_sort.swc,6958,159.966,2,550,1104,555,247.62,220.48,56.958,0.557064,2116.69,4017.4,1857.0,217.512,295.416,181,0.929933,5.30163,0.826075,99.7363,95.9613,1.3024,excitatory/spiny neuron with atypical tree,layer_3,layer_3,2level,32
1855188926_sort.swc,6985,220.015,5,519,1043,525,258.79,126.4,52.206,0.590738,2164.23,5029.83,4307.04,248.527,330.624,224,0.929579,5.69607,0.797106,100.808,95.2727,1.37435,pyramidal neuron,layer_3,layer_3,2level,32
1874244336_sort.swc,19146,235.156,5,1591,3190,1600,351.42,407.228,161.766,0.419141,5786.08,8043.41,1920.45,351.488,432.314,320,0.935217,5.00157,0.844143,100.93,95.3688,1.36207,pyramidal neuron,layer_2,layer_2,2level,29
1885968871_sort.swc,10720,30.6729,3,445,892,448,692.36,600.284,121.836,0.577249,3343.72,6155.27,1464.62,773.677,876.699,114,0.928037,11.0168,0.846277,103.794,95.9418,1.12633,pyramidal neuron,layer_5,layer_5,2level,29
1913170601_sort.swc,6871,338.181,7,85,175,91,583.07,448.644,54.021,0.634621,2258.02,5073.22,1531.37,413.562,490.933,19,0.935511,38.2571,0.903541,110.193,97.1215,1.15274,interneuron,layer_3,layer_3,2level,32
1913987170_sort.swc,5172,213.343,7,115,235,121,358.76,294.944,58.509,0.495539,1685.44,3127.09,1241.21,292.629,368.317,23,0.92013,21.0043,0.878821,105.698,94.3798,1.14375,interneuron,layer_3,layer_3,2level,32
1930515021_sort.swc,53740,4.09282,7,4535,9096,4562,502.46,479.104,174.471,0.401966,16130.9,20365.7,3472.64,365.992,577.823,513,0.92793,4.90798,0.832317,100.61,94.8204,1.37559,pyramidal neuron,layer_2,layer_2,2level,6
1932195721_sort.swc,102586,376.694,6,8586,17217,8632,833.28,835.33,174.306,0.432753,30826.8,42629.6,9380.74,557.925,838.517,775,0.934075,4.95836,0.843913,99.9205,94.4425,1.37323,pyramidal neuron,layer_2,layer_2,2level,1
1973925065_sort.swc,28782,93.6093,3,2284,4581,2298,310.81,400.896,174.372,0.439399,8698.91,12292.2,3104.57,302.182,490.893,373,0.932224,5.28269,0.845942,100.64,95.2579,1.33724,excitatory/spiny neuron with atypical tree,layer_3,layer_3,2level,7
1975633226_sort.swc,57260,234.078,4,3587,7183,3597,539.17,783.938,174.372,0.40901,17513.4,22970.9,5402.73,471.808,579.77,222,0.924888,6.97146,0.840447,100.133,94.8687,1.32332,pyramidal neuron,layer_2,layer_2,2level,7
1989912184_sort.swc,3005,145.206,4,109,220,112,124.16,146.016,58.773,0.523204,979.619,1902.27,724.282,100.541,112.848,29,0.928801,12.6545,0.949949,102.149,90.8901,1.16091,interneuron,layer_2,layer_2,2level,32
1990320723_sort.swc,21495,119.863,4,1798,3605,1808,312.23,256.608,146.454,0.395891,6494.57,8368.69,2059.6,209.945,301.487,170,0.927253,4.96227,0.833436,101.606,95.3625,1.41436,excitatory/spiny neuron with atypical tree,layer_2,layer_2,2level,29
2030825189_sort.swc,56267,402.291,12,4353,8728,4376,920.51,909.54,174.405,0.423,17125.1,24418.6,7415.1,834.582,1018.02,414,0.928071,5.44661,0.822164,100.834,95.8709,1.29899,pyramidal neuron,layer_3,layer_3,2level,6
2047309797_sort.swc,12910,78.6404,2,970,1945,976,264.39,294.656,121.143,0.518774,3934.24,6515.18,1674.59,279.791,346.841,205,0.927701,5.63702,0.848559,100.959,95.3244,1.35936,interneuron,layer_2,layer_2,2level,29
2047644309_sort.swc,13130,79.7945,3,909,1825,917,267.23,244.96,66.924,0.447588,4013.08,5791.46,1641.29,171.567,454.982,221,0.930199,6.19397,0.836328,101.997,97.3791,1.31841,pyramidal neuron,layer_2,layer_2,2level,32
2061004193_sort.swc,40702,131.421,7,3680,7383,3704,547.88,897.372,174.405,0.435179,12155.1,17441.2,4918.55,741.576,859.4,387,0.928473,4.5128,0.838402,99.5584,94.244,1.33429,pyramidal neuron,layer_3,layer_3,2level,7
2061778577_sort.swc,2254,16.2957,5,118,240,123,146.43,117.696,60.06,0.739626,711.401,1722.17,609.385,120.775,191.482,30,0.925143,8.3875,1.0044,110.815,105.171,1.20814,interneuron,layer_2,layer_2,2level,32
2065122584_sort.swc,1518,130.817,6,63,130,68,43.04,84.544,49.137,0.394363,505.655,886.757,394.703,60.801,82.8425,15,0.928508,10.6692,0.914385,105.146,95.8518,1.09625,interneuron,layer_1,layer_1,2level,32
2102252348_sort.swc,13714,226.747,4,1044,2092,1049,396.96,242.336,56.199,0.473243,4172.6,6816.6,2911.6,248.909,326.66,149,0.924887,5.55497,0.825056,100.665,95.8826,1.25732,pyramidal neuron,layer_4,layer_3,2level,32
2119671724_sort.swc,34034,379.03,5,2562,5137,2576,579.55,738.364,174.471,0.492253,10357.8,16896.6,4652.31,597.178,712.782,278,0.931854,5.62507,0.844433,101.192,94.9733,1.28631,pyramidal neuron,layer_3,layer_3,2level,7
21247886827_sort.swc,6897,46.8206,5,180,363,184,203.61,203.59,83.952,0.293291,2178.66,2228.59,602.579,157.71,240.652,29,0.925033,17.9972,0.870239,101.483,89.2939,1.19674,interneuron,layer_3,layer_3,2level,32
2135367599_sort.swc,49767,91.2861,2,4295,8623,4329,408.74,377.086,136.059,0.370093,14847.0,17347.9,3261.35,254.391,332.51,311,0.92922,4.77131,0.843486,100.768,94.7582,1.45167,pyramidal neuron,layer_2,layer_2,2level,7
2135601994_sort.swc,11077,79.9574,4,793,1591,799,273.44,280.06,57.882,0.41526,3363.47,4669.46,1242.22,177.589,229.472,121,0.929426,5.96166,0.835928,101.108,95.5058,1.28529,pyramidal neuron,layer_2,layer_2,2level,32
2163723414_sort.swc,101570,184.361,5,8623,17294,8672,695.17,658.882,174.471,0.423598,30685.5,41100.6,9257.5,486.922,620.033,451,0.928881,4.87308,0.826897,99.9988,94.4817,1.39173,pyramidal neuron,layer_2,layer_2,2level,1
2163767334_sort.swc,40146,159.09,5,3106,6229,3124,746.37,715.456,174.438,0.462456,12170.7,18197.4,5033.05,589.999,726.308,342,0.930992,5.44485,0.835941,100.864,94.8615,1.34008,pyramidal neuron,layer_3,layer_3,2level,7
2164116457_sort.swc,40568,326.221,5,3489,6997,3509,546.12,589.724,174.471,0.369967,12108.2,14480.6,2350.53,408.178,511.085,345,0.936072,4.79777,0.829058,99.617,94.3444,1.32132,pyramidal neuron,layer_2,layer_2,2level,7
2192851921_sort.swc,32111,140.965,5,2430,4871,2442,387.33,538.912,172.425,0.388402,9705.63,12421.0,3452.51,366.966,429.429,184,0.931376,5.59208,0.797513,100.377,94.7159,1.31899,pyramidal neuron,layer_2,layer_2,2level,7
2221031389_sort.swc,9208,37.8189,2,214,429,216,214.56,407.62,172.425,0.392228,2909.13,3626.88,736.029,258.026,413.868,40,0.920454,20.4615,0.939055,112.603,100.195,1.15429,interneuron,layer_3,layer_3,2level,29
2221032280_sort.swc,7253,120.467,3,341,686,346,385.03,282.94,162.393,0.415987,2277.56,3318.0,1168.62,322.692,388.121,112,0.92075,9.57143,0.832268,101.467,91.8276,1.14935,pyramidal neuron,layer_3,layer_4,2level,29
2221469264_sort.swc,64688,186.052,5,4718,9457,4740,796.45,804.606,122.001,0.456023,19638.9,29017.0,7233.01,525.535,654.904,352,0.928222,5.84012,0.831603,100.267,95.1288,1.32176,pyramidal neuron,layer_3,layer_3,2level,7
2233573446_sort.swc,49452,525.952,6,3516,7045,3530,588.9,717.248,116.193,0.472126,15072.9,23478.3,6026.16,588.228,659.916,267,0.927529,6.0193,0.822449,100.55,94.7828,1.28414,pyramidal neuron,layer_3,layer_3,2level,7
22343298779_sort.swc,35318,107.306,5,2867,5755,2889,364.42,541.38,106.854,0.404669,10627.1,14097.0,4202.78,351.245,441.881,313,0.934313,5.13675,0.828405,100.614,94.7527,1.33478,pyramidal neuron,layer_2,layer_2,2level,29
22357271567_sort.swc,50499,187.882,6,3663,7344,3682,720.19,532.7,134.409,0.449851,15337.7,22386.5,5576.37,476.212,564.899,239,0.930638,5.87609,0.843584,101.062,95.3854,1.31999,pyramidal neuron,layer_3,layer_3,2level,7
2236085365_sort.swc,81005,251.054,4,5778,11580,5803,1205.85,1109.54,174.438,0.475807,24602.7,37911.5,11225.0,1058.61,1278.31,358,0.933301,5.99516,0.845382,100.728,94.671,1.32612,pyramidal neuron,layer_3,layer_3,2level,20
2236858906_sort.swc,58982,350.309,6,4358,8744,4387,483.62,651.164,174.306,0.3992,17956.6,22701.3,4082.85,433.873,549.043,341,0.927531,5.74531,0.824828,100.27,94.4798,1.38682,pyramidal neuron,layer_2,layer_2,2level,6
2252759090_sort.swc,8833,91.3911,4,734,1472,739,118.82,301.44,54.648,0.423967,2656.87,3727.07,947.627,210.02,256.569,190,0.928825,5.0,0.842069,100.857,95.1803,1.31528,pyramidal neuron,layer_2,layer_2,2level,32
2263638346_sort.swc,27467,161.771,3,2066,4141,2076,501.44,626.048,174.504,0.497685,8353.75,13509.9,4193.79,546.779,650.412,376,0.932298,5.6327,0.862071,100.245,95.3501,1.36025,pyramidal neuron,layer_4,layer_4,2level,7
2263915506_sort.swc,45035,332.447,6,3723,7473,3751,422.11,479.1,174.438,0.418858,13591.2,19338.1,7563.61,324.167,405.245,282,0.930722,5.02623,0.810257,100.44,95.1763,1.35123,pyramidal neuron,layer_3,layer_3,2level,7
2278048919_sort.swc,24166,0.115812,1,2206,4421,2215,457.09,390.172,58.08,0.440123,7226.98,10627.1,4524.06,324.513,470.321,288,0.928571,4.46596,0.826957,100.463,94.9264,1.39651,pyramidal neuron,layer_3,layer_3,2level,29
2279976089_sort.swc,27782,96.218,4,2221,4457,2237,296.8,521.95,119.526,0.477288,8435.25,12844.3,3143.05,354.865,448.201,284,0.930677,5.23312,0.822776,99.3121,95.1448,1.34401,pyramidal neuron,layer_2,layer_2,2level,29
2295249495_sort.swc,65516,175.872,6,5692,11414,5723,429.73,558.88,163.845,0.392364,19632.7,24480.4,5461.19,398.514,495.051,354,0.92726,4.73988,0.830872,99.7641,93.8924,1.45788,pyramidal neuron,layer_2,layer_2,2level,6
23243083986_sort.swc,59094,479.309,8,4694,9410,4717,514.08,575.46,142.527,0.4613,17881.7,27557.7,8106.11,343.718,496.258,215,0.925103,5.27981,0.840056,100.617,94.9431,1.3554,pyramidal neuron,layer_3,layer_3,2level,7
2350558082_sort.swc,2339,154.282,3,58,117,60,209.38,348.992,66.627,0.727674,760.782,1958.15,776.076,345.341,411.25,27,0.918993,18.9829,0.882136,112.999,98.5961,1.09402,interneuron,layer_3,layer_3,2level,32
2351228264_sort.swc,59696,118.259,3,4809,9635,4827,706.56,913.732,174.471,0.44751,17973.0,25550.8,5778.04,727.847,871.334,469,0.930432,5.19564,0.830864,100.239,94.7364,1.3575,pyramidal neuron,layer_3,layer_3,2level,6
